company,job_title,location,company_rating,job_age,job_link,scraping_date
BIOSTILOGIT PHARMACEUTICALS SRL,Rappresentante Commerciale,Bari,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=111&ao=1110586&s=58&guid=000001869c488a4193d4f681734f5c4a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5d652bcb&cb=1677659245438&jobListingId=1007897994734&cpc=FDA93C03AE7AED37&jrtk=3-0-1gqe4h2k3jij4801-1gqe4h2l4g4e9800-f3c31b47aba838fa--6NYlbfkN0Dhc8In0Usiql988pOT3Tlgy3BWWfsWufVrX_hfb1DZDmg27-IxIeiXBTMyClSAoghrpVtawdvc4wsbYFLEbtQABBqSSub3uUDo2E-1w9pDYOruTJFJK1EnSM4O1D-9gfN9rgR-d9-cGpl9Msocuq8rcqALQBKubUpO6oDpbvlTefBYuPbLUedOXGw8TxR5oKCGA4yi5NstlpyEgeYsmYuU20ChgDUriiH9t6kP140FD0J-7rp0GeOHrblG6gcsckKlDBF7LhJ8LZmlP31ubuD_-RKA9TyKrE9t-Q-5HETYjr9WlM2rjaPQfESMu8SGYrMsRMb5PWTxC0W3D94lYXjGrV801ZUWdp-98BfIIXg-94eS8cuvkHYhrxR63kTY3lmz7lnSnPBY7Nt5zqPqYM-toUdih9E8zZ9FYj4B-ZGjyV10D_X97LWMzfY-D67sZacU1Mjhc7GE0OifAAMWU_UE5qZWDkWo04def5-mcZbvZIA4IUFNt_inMwIl1B5gpig_GhSuSP-uwIQI6SZjbNRzGwToCmHw8B5Iu_UqmfzYhPXytFm-01CF0STBP6kgOpjudS55LabCyw%3D%3D,2023-03-01
Miglionico srl,Saldatore,Acquaviva delle Fonti,,5 g,https://www.glassdoor.it/partner/jobListing.htm?pos=112&ao=1110586&s=58&guid=000001869c488a4193d4f681734f5c4a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c0927554&cb=1677659245438&jobListingId=1008488883250&cpc=5C70DC7FEE0D01B1&jrtk=3-0-1gqe4h2k3jij4801-1gqe4h2l4g4e9800-8d6f73526c9d9008--6NYlbfkN0AWZVSs1dFfs4sPwlbln9OeTjTcZLsAVGOGUq1sO0fAtIQWuMzLjOVPjWOPhiWASVtL8-U5aRvmNkHYh27TMfvmbhe3faL7wqgyUqvppm_r8LzlbhxwnT9Zl8IwBZFGpChpa1x3QWfqcHbs-ZZ5CPLSpK-W-gg3QofuGvjlndJQlwQCBoU_G9dBRjX4hmZtXdfd2Guhk1MgGegGCZORx5LBqZyXB7nGbWXcK128jiQ0x3Mf6dvM512wHx9qo4NmbQKVHZdZkG3dxPC9M7lKaoOMufkJkEQ7G9cNizQu0Yarh6cdxYek7rGPwwf-ePcNy8Fr-ObljP9HLdBKdBOpcKfvERJNye7X8Rb2Esc3uv6UX9-OGwU1lwfKhv5K67mDufkxujpZYzG9Ad4xDgJv1yFhMwauJ-0D_RiYfHg0cqT1nLgeRnHeoqII0vocZ79gPHChLoHfPbqc_cNXyP-1iVNh-b0vFKmYUtR_qsoLl-6-GSxuTl1D_d1TNFCOTTgFkzLXSO6VQy1v3IL2Zj_sFpD7frTHVMYBZ9J0n14b-soBvJHWamdENGQ2XmDqBgzddEin5sr-FMKMAA%3D%3D,2023-03-01
adecco,Operaio di Produzione,Altamura,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=113&ao=1110586&s=58&guid=000001869c488a4193d4f681734f5c4a&src=GD_JOB_AD&t=SR&vt=w&cs=1_dcd690bd&cb=1677659245438&jobListingId=1008428773832&cpc=E773D000C9BC26FA&jrtk=3-0-1gqe4h2k3jij4801-1gqe4h2l4g4e9800-e41668bb33f3d5a0--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFK7AudwSoZPw5olmPJnIU8horDC1K7oTfBsHamSDqei8JMTKPk88n4UVUpZ93cH-5_tnF0IpU6_VSNbImZ1ovlOpXzPxgfM1Md-EJJ4WR9QyhRyfPLaZUErF4QlrTdZGIFzC8XvV11yiOSeS9q8dYAfFMcdIZfhZLzTAAAL28_4vTyvTEeHyUZwVAcIMheIS4aXYI_mcFG48z3V5krPNY-R7PnXWW_NTQ5SV2W_bNoq5ZPO6q8dEkhFnympNhEFJIS9tHtpLJKJb1-tKEMWbEJDPoCkyX-gUNxylNs484T7BAejR24kgptrgOl4rKjWOrIO3iWDXYV701K7juC_UIhgSW5SjyKpLGqX3W2dXUcI4CPBKLBdzTzlmZv66SVvD61Tcjws8GsfyXeGh2Ms_d554eTAnALcNXgX_tACd2GnyN8ECjoIhu-FXstUCLIFeWlOW6v4rybJPCPlAkiLYavI8x_kE1PmHQWl1VbLlJVLIyaaePShwHVld61PjzQwuJWHNJmVwx-WK3wYHRh68ZDAWf6h8s_PwdO2eM4tyZJC4ncHrY3CRSXzCCIgtI33IgFi89kDh5wsdmhktnmMbcKoK_3dqVblr96c2dFj9OzU5PRxyS3KBZqO3snA55dJpz7pX03okHCfY5PT0RlpiRDGqUoOfcXzKjXXNCUoYbgK5hoAumKRHJjQFOcI9iXHWCeLm6zTH9kEUbz6WKWRnj6EfzYIWKYxdKMds8KT5TWrxikVI-3KRF-W5PknGNMblYDWr0272_MvUt1BdKt1RJ5Lw%3D%3D,2023-03-01
Villa Ascosa,Cuoco,Trani,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=114&ao=1110586&s=58&guid=000001869c488a4193d4f681734f5c4a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a5b48e33&cb=1677659245438&jobListingId=1008423848811&cpc=83630893E902B957&jrtk=3-0-1gqe4h2k3jij4801-1gqe4h2l4g4e9800-ad408d026f6dadf0--6NYlbfkN0CUlN3DOAF1CJv2lp_TULO1HZPuDxXHfDLdLY-jYZxmxoWI4ZtGlnvOBDtLXl3JWf2VPDu9VlTGjJ_8hBemjq6M23kTktcToMUSfOfPA2Haw_Sm9_uryh3KiYoGV9XcvBarrm3WX4NiW3bR03TayJfPR8GgkSaqzqPO-vqPBo-ASrRR_pB879ByqzTkxewySncNIOq46RxIV_OGm7Mo9TPSOownUWT5xzV8NV9pSY_UqImTttumYx7CpkMwqbr1qrP4Qqb73-QVjd_lzsjH-yTzeV6TK1Sn3DTHDkeAekwwWSqIBJTpwjKcfZGqzI8b0V8ihjXPID2hI8vKGsK30MJujHEmiZVVu2FhB2D1JA7ruSCRhuF_fZmSVIdeoh_Pd8pu8cOQciECL-ME9CI2ByL1CeJC4lMAHZMVsFOXcKxMFpDBZsM01F61qcA_0tzQFliFhPvrxnKP66YlZ1oYepzWiMt72A1BsmZX6Isc7KoeYFSLBpUS4ldMAHdnOEI035ao6nBjjo_WmFskWbBMh9sAHSYnjjd8NqUcmJu05D0dOj-a1AxnhMGI,2023-03-01
Farmacia Bettelli Marta,Farmacista,Puglia,,7 g,https://www.glassdoor.it/partner/jobListing.htm?pos=115&ao=1110586&s=58&guid=000001869c488a4193d4f681734f5c4a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4b03b555&cb=1677659245438&jobListingId=1008485404118&cpc=AF770993EC679D41&jrtk=3-0-1gqe4h2k3jij4801-1gqe4h2l4g4e9800-9b67a6b0611b2e1f--6NYlbfkN0D7Y9ZsLRxgVCZP0yyfBzJ89Yn1Np5GTt-inaartLzm0OCIiTvk7OFV0FbPtX7kl4rs1SRxuK48Ayg5Ad_x3c-Hal9uin4_wHby15VMj8aRzfnJYuwSw8M4x5y0eKxlu8hi4pHUqyr6XvbbU0pK5tM_yyzQXWRBw22Z4EWN1Xeht6l-X7YB_r2tGksMrJ6hILYkBNdKMoDXxrbN4QomLnZ3sn4LtAhYrI1YPkRm8EimVY6gSx1jvuC5bv5Yi25ziL5QjmFVE_9XC72XVfPTndpqz1cSzPS72O-LwGKDDAx8UOnEruebyG1xWwF2nORjKhSgBMZY2V4MbAfPz0Rui5kFyql7rHn2exzfN4ramhiedZ9jSwIaA2Bac6nqGFta_NuNBeDFKQYpNdEjlcehMoQwtv0uMfeCyPQY5KtJwAqNh7Qekpy3qEkph_SX2D9eiZIK8n5DVrnayiQwHFs7wCtkNP29PPpDptZ9P2d_jn6dZc3HHaG_tVGeJ1yDJOsEzkTSKGskq3nSBhd1AYFtp5ztc6UuCyWeDLxL3FjyQwPnJZWK9pIur6dx,2023-03-01
Medical Solutions & Consulting srl,Ingegnere Biomedico,Bari,,20 g,https://www.glassdoor.it/partner/jobListing.htm?pos=116&ao=1110586&s=58&guid=000001869c488a4193d4f681734f5c4a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_120a233b&cb=1677659245438&jobListingId=1008458977412&cpc=D69957E0862862E0&jrtk=3-0-1gqe4h2k3jij4801-1gqe4h2l4g4e9800-7a100155885b8471--6NYlbfkN0DYSpXeGMZ3BEPnMl_JO4iWKAeTSttf30lnNAqTRVQMG_dguU40PTYm2E2LdeguoBOhgb4XQT6hwhBz9LwusLQxrsZ_tPaR5GdThIK75zpqYcKWO2ZgO1D0GykK8QKjVRYiqwkFbKGf4nX-STmXWo4AlUVgTaNk4ruPGWCyK-6c-ogImbSoGJr-_3SEG6754TOGqNfny1GH-thowLdsPe8eQ6XkvYlug8IDRE9r6Y2O-XYCuAJiMm87sxT0CMAAKq9VrXvhoTMbhf7zAPQol0L2s6oXMKQU9RzTsPHkUt3gGfqwc29xMCIcGD77ocbr_Ck_wd0sarq1QKiyICarAOHVitWov9lnuqbTyPr55vI47vlHXVChZoXgBMZ1JOmM7JoOlx2rVukGdIHt30aodSEQUI3Uz8fbo9fXkdstvHiSnj794mGr61PGFIuSrY_pU9RLZg5S74HMqHafG2tBi9L08my8uNdK-cof-YgP_s7x3ZBaG-HiqAWk_lzChkNrmDT_257DngWNmumGm0_OrT5PNPyJbOO7U3-lN03Z2ILEqmh-zpRmVZOgGKxXUxpYiic%3D,2023-03-01
Greenblu Srl,Capo Cuoco,Monopoli,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=117&ao=1110586&s=58&guid=000001869c488a4193d4f681734f5c4a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f93e8999&cb=1677659245438&jobListingId=1008400234385&cpc=90C4CD7F4113B630&jrtk=3-0-1gqe4h2k3jij4801-1gqe4h2l4g4e9800-689d1b4e71ece0c7--6NYlbfkN0BG4apXNBe46UKYCBkubci6WSUXyvbU-raBbv2SABgz0X1yjZh94AatAMsjOsgknsm1PUn19aDjWe_6PlIK3z286EEB-OuSwu8xv4Pyr-9xVBPdv43yTisDRU7-HpyMeEH4kVkfwGDc7tSKIeKGkTAG4APuu2k5fyR4oPaL4c1hfI2ARjte_J7R2UvpLslWQoE_-C7DvvXkT_b-mZGkTi4irKKpmNjgeOyPj66jqisO-1w2Da7WXlgkxwIFBMs3sKgUZB86iLlTBiESogeU1TLZEYKuicW9MRb1nr8_7LXhmUHwVM7glt3-TKeoE6aO2lf5R6881nNOp9mSuxvt1XvczeokGiqKTq5zkKd9dKDvfsIDly34yeOpMhNpUZx96ISZCikQ-anzT7GVW-UHeGUtt58xXkn7sLkil-msDI05nBxX0Y6Y89KDMmqz1nkp67mVnfTlAVulxG8XvszCPGNv2wMsySmjkAq7JL42tb_HhSp4neDbySJ7kLea8E8B6RS6J5W8lHEckOdj2JZF52ZkeUIrdGh7GQBXzLtLw9Bfz638Z0BMTeZNJ_bCAnOhAV0%3D,2023-03-01
RES CONSULTING Srl,Rappresentante Commerciale,Puglia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=118&ao=1110586&s=58&guid=000001869c488a4193d4f681734f5c4a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_24a92534&cb=1677659245438&jobListingId=1008420363561&cpc=BAB9AA3F436D8911&jrtk=3-0-1gqe4h2k3jij4801-1gqe4h2l4g4e9800-4ec545cd0f3b1261--6NYlbfkN0Dno1nSdye3xKSvwdC0J3uRcrHpqQGHGyPcubQdhxljMgwcoLFvd08VuS-MynB49g39VxacReVX4liV3NYYthNFU4NmE3lhdnw6EAh9DUamXHiC5zF-3RMqDYkUU8gqTa_-OMkyou6gfYGzoBfsvX9wtSPw8LY-ZMToLDiZqT07IvBQRuFSRM_4iYu3Mjqd64s7Up0wnEBiTyt1GTpORq9S91HRTCTXDY27kTWpsHwHFk8ci5cL6lzgZK7crpMJPCKnQypOqrixICkMHUqC8jZ_UVjSDYE0x5FiHjDUVb840k-yV-yph_rGC75OOBC0pcW1OLbHG9ISnSvbMPUbNql87ovdnuO5P6Py5X0ohANQ4Q_Uz2HVK3Luth1Uwjdk2_fkssKO8wzCyTW0jCEL5nmWFjVJ7OZrJpU-WpxNf252c6y29GXes23ydNHDuZbbhrp3KvL5F8S_rt2SxW3ljyQ9iQqIiwcHmUeva4xrMWWX3GuRgssriPDWtvJbIRlRhZhZiLIUfJKe5Y59vxQ9nU1vojSmCv4Gm7kyvV38TcZbdBvjiPk9sI1HAKpyVPz5Rx4%3D,2023-03-01
Chiarappa Investimenti srl,Restaurant Manager,Conversano,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=119&ao=1110586&s=58&guid=000001869c488a4193d4f681734f5c4a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7f8cb9f5&cb=1677659245438&jobListingId=1008411844053&cpc=F793441F64F6F721&jrtk=3-0-1gqe4h2k3jij4801-1gqe4h2l4g4e9800-71b86f6040a8014b--6NYlbfkN0BAgcmpeIrGhbA5FU7ZOSLwoOISv0yNNABgn26LFEpxsivYStyYaGuuniUEGX2GH8iqhpTof8jD_U6mBLvpMn5fFUUIlrh7ko4w784CHvZQLnJMDfBKGIeE7i4HycBQy0HyerC7DiPpZgLPRiA0aEtQaSjDs0VYa_Xb6u0aHEx7r0cKN4iTKNg72PNXI_DCPoD6kSf7jPuBwaYVX3pu0IaOSIsLNo87AQ73rjBT2D2gpxRWViuCfuOrEUEz_oukvEPUkgEkbvPKlpvOsZWAtHpcbgF5xCWo-YPJ-HyOFyhKCOkeK1K-SnXP9NAVSjiZTn2IW3kWQwabsjjuUHw0hNRrSZLylMM5HBCYGgWTvFB8VXSKdBIAgmZYC8ibMcnCqLq7YT6Dbhm4SUMxULwYe6xN2iIhV9_Pd4hQEhiSpyoZ9JDni73j56I1AIgEZpIGe56auqAqoxZ9oTLx_T3POwhPB_pYbKlnQOUya5hvZX6q9Uvp49npslk_KdwzgNNow_jL7RBsFNiCKYHoC--NltGT-PmBSLKOFdD_Iq80QkF0iEzEYR2NjKkIE_VF8relUin0ocsXzOdDTw%3D%3D,2023-03-01
adecco,Meccanico,Bari,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=120&ao=1110586&s=58&guid=000001869c488a4193d4f681734f5c4a&src=GD_JOB_AD&t=SR&vt=w&cs=1_adbf314f&cb=1677659245438&jobListingId=1008428775278&cpc=44CD5376B8534B8F&jrtk=3-0-1gqe4h2k3jij4801-1gqe4h2l4g4e9800-c409462ad0c9b4c3--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFK7AudwSoZPw5olmPJnIU8hlveBpNQ27aNnKBcMk-j4wR8NwHmehNp7s78EcuWaGjnRvxVU7i4NmSgLBz_oVWzmvrpE1Frz_7XS0Eb0KGkbfHTA2ecGuLkqTKI5k7lBs1u_Xsb-Myp-7cJPJVzD_rM-hrCRWOJnLIxaHuJYtgXQbu7F1KH6hsxaHoO5aWCgBg-7LFGxN3Yk2meZcjEKnFVfdkbop1Nvk5CslwCwJrGnNQpVBpIbuBACzBXgJ_nu45FsbTiMQFjFg3JoeyVQ-XQLoE24UqZuEx4kawnciuUFpd0utTZakaIs4l_EQYsEzyjyNlc8ulpTKdxibnDJiTYdwyZXKO8Suc7Zt7Q196ebDY9peyRFfoOCROjhQEnxxYQNFm_9WI7brGuXsUsNq8xmJKnJCdg2BdH5O3CY_0V5-yAozZFNSV18WLNsJfBF_l5yifd5kLnB0TlIr40eHRj_ESlw5gdwu_fvdotzZwzcmtkQcIaiJ0ZS_TK3v8ew_E8iob-2Gxc2I5jWYpPD21Nx8MeYzUVi4jbPPWcYH5PQ0y-mcW-w65hWKjMv_29vytjTWoh62nh3lYeuurQJomYheynEpUrQm5joFvh9Zjhma0KBrXOY6B_BiQOeXrwBl-0LIz4PRIozJA0gD3m6pApG4X_alkXDV_rfpzIKQcvwYezGsMR9paXc2YZmMJBgJE4jjVmWV8d6KSqu3A84GMLvFGPxWaIl7V92EssreM98PWHAmpPdA663PNqE2WZGSpzji0BhK6UMeQ%3D,2023-03-01
adecco,Sviluppatore di Software,Bari,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=121&ao=1110586&s=58&guid=000001869c488a4193d4f681734f5c4a&src=GD_JOB_AD&t=SR&vt=w&cs=1_97fdc5e5&cb=1677659245438&jobListingId=1008331606246&cpc=59DEFF8D475298C3&jrtk=3-0-1gqe4h2k3jij4801-1gqe4h2l4g4e9800-c5402a2ac7a2edb4--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFK7AudwSoZPw4ZXE1eK6I4yGNLcVjHsdxuihX36FLNuVbT0_yifIWpCT8zELOpbgGlycJGw8wesdMTbI2whiv-thIDgZUoFsHgQE8r1W_FN5WuzTrFumKTk7_wPJTyh43yOHXj3cwFGaKNC9gBUXEDA2Kk2KiNzr6FKqQAtxI6ubZ2CNSEUIQO77RNi9jvhGkNJbkX_IlBLDYuKLBkCo0-gpfiSzjN_kbXfQZWCscAw84spHSkk64MDowSovnR5ADhFO6GByWhRkGHHdpYmykbf5WD03O50HJAl-tUt_6I3_MkWs3R7Ct6PEUAt6omMpKe7uNf-eH5lna8GUETc9dXb8QpUy-RtgltvoJqOdXmUgf90TiyhFWDC0SBx_SANXIArJKQmrIcENu4B7MVNQPyzqTHpKrsWt3jKU4qF59FHDvKBRk6ghutbRCFjrvdJMhU0jqBZ5kbzXeC1Uo8NvS7aqxP99-8gmNSvTvkr-UhAVLUhZHubaM92fdXrI3PGxJ1SiQXUSF7qa1S20DRIzlCVdgIPVnCEkFQUkzQFcoJkJ_DDbOx-k89p1DjbrLgNvG3nFfqXnqtMP7JEEj-uzDa8X4slDBy5CT0UpPk_1654sRuK8OzQhRmM5daHcShN2KFp7wBsgznXcr_4TAgNv74vdCn7kWanIPq_JL4rSiceB-Krn-PZ5Q8VJdmG0ulY7BU_wIzOKuHbfmWvETrosGzigQCN-GY1sAvNcTTkGCMKK0jmXMXMNf5TzUCI-EL_gA7,2023-03-01
Casa Midì,IT Specialist,Modugno,,13 g,https://www.glassdoor.it/partner/jobListing.htm?pos=122&ao=1110586&s=58&guid=000001869c488a4193d4f681734f5c4a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d564286c&cb=1677659245438&jobListingId=1008473747039&cpc=217C45A42544DB93&jrtk=3-0-1gqe4h2k3jij4801-1gqe4h2l4g4e9800-3e64fec8992afbb1--6NYlbfkN0AOj_z0UwX1PWqNWOaEQ0MYzydDHmYnhEbXoO5tutqSLG_PciV8JV5FpLOcAun_yXyotu2-epGaCZMTM3epo6fLhsb8zB3dYhD_LnCEY5nMHdmRs_pqWXHOVpGmE4uUlOSL0Z5T2JNlveyhS5OpR-OkYpID0KZDWrRQSD57pSoxM-PWSxLQ_-aFO6-Lnzv3FZKB3vhmV3WLoORZ0MU5rolqZb3Gb6R2fuLhzwwfXDCEByz_UQQQYcM8l2EkFebefpjMAOFl1EamojuGZdmFyUhIwpsLNWAlbWq-w9XtYBZwOzj2R9KCio_c46wQf8NI8WUXAv6Rpio-Qg-IMqHNdtDIikNukWMJFJ7bB_C34VqaWBUU4aFVp3vac-1UqStWJrcyO2K9-2I67EhqZOs2BA58XdbgVozWiLvX1etcSVBx9z3pxGqVs42-_L9IaA8p1BdSAHiprvJLYrPumq4yAk5Md4eJcYpZ1NuOsVaT_sENBPF1aJqpXsfTKJQ0PJ3SroAxhvQ4XrR7FwRV6ds1lBeEddg8zkTFgSFVWCe4bYvpn21Hhe4EldZQW56iRDJGXiE%3D,2023-03-01
Mediaworld,Addetto Alle Vendite,Bari,"<span class=""css-2lqh28 e1cjmv6j1"">3.5<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=123&ao=1110586&s=58&guid=000001869c488a4193d4f681734f5c4a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fd781770&cb=1677659245438&jobListingId=1008220710761&cpc=FA84DF7EA1EC2398&jrtk=3-0-1gqe4h2k3jij4801-1gqe4h2l4g4e9800-a2685f999675ae87--6NYlbfkN0D3ir3dpMe1tMfntZwGisf_GvpoKJ1DR96fJUSNTzk0n5jtvtqssHWexLlq_wt0acNnMuD9iP3KkCG8Ow1N2T35hl5EX24YZh8lk4hhTK9BzZ0kR2xpdC-I_ZjLcv5LbcH_AW4yVvc9Se1fF21h2qogcJIfjHRck-dIvDxBJZVdgsLr91sGAWv1xAaSHmJzXuRT4nmK8iaxi2NkNQX11FLihnciK00qkpro879De-9NIcIo3qD94vRhfXLxGaKX2bPde0MRmRCRjmdc39ZN4c7rlRTFONDUzhGXSE_AOD08sH5K_CSbfzx019YyQ_BgiWLirw5PfPaDsiRzE4VqSnMWMwe7NikJe1P1RzMa3pRxqw2INxduiZyOL4RnecBJVmYN1AMLWpvUleOuk1Wyt0wYVscRi5FXF5qX1I_Md0Cs9jNmKeqnxDlD9Hh2oN9E34L7s5NcMVQGTK_janfZtEO4t22YEacoGEEGUdxBNYJCJsl_BQ_K7GBsp4Xm7Ujvx08lS1rKkOSo2PhMMRJPQcQT721mmUOBe4jfXeYXML-KOzl2G_TLRwanydu7wQoJjhoC2Yvq_Qx83zzNKIvm9E7L-ybgEUIdbXBJ7nvKlJDclKUAX_a7FMLbjUtmZDS_lfnabe32YOta1pmDUgkV9MXZjoaN-zExdczI94xKJlGPuQ%3D%3D,2023-03-01
"COCO - BEACH, WEDDING & EVENTS",Cuoco,Mola di Bari,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=124&ao=1110586&s=58&guid=000001869c488a4193d4f681734f5c4a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fe7a43c7&cb=1677659245438&jobListingId=1008431091764&cpc=878687325D2A5CC7&jrtk=3-0-1gqe4h2k3jij4801-1gqe4h2l4g4e9800-9ccb869f47d928e7--6NYlbfkN0BAgcmpeIrGhbA5FU7ZOSLwoOISv0yNNABgn26LFEpxsqXLCOg8hBN1Bvn89JWbkbfE8rwNVLGQuzybdj7AysIPQ2hV25VX8d8b8W4jhQnAMrVjzCHA_w07mB7LCpAR2XAhntXwRNN3lyj8lInsLHPRDYrtFfwkuhA4kerCmZmDNG4TjST_TdwcmMn3vHcKqQT5TOU6jDwWclN-aPvlWXmwsn9BN9QeN0oRRxrVVPnUUjm0W5oQbbdrZboURSDeSu0vN5wdZU3lyR-tRUbM7rB3dyysmj7VhgtHN5SzbA0opMQT8nlSac0xlywp5IFqRt4mXDgpww_saEjZbYmWtHFopyiURD6Bktrg9AckIozSvF-IJWdEvg3Ki0LDQoJykKVxso99vHTQSu06B_pgkh5HvOxJowCTxsRGewRj-PIp2S41clWZI-nFqEsPVIIaTFYnFWyp8nHJToE6wFtlzRF1-UtaAJACFnU1TXyDxJJQFAl3g4wAstkrPkCsY3qOZR3HQM88Z-i5lood2sjL9kW1ZNNDtVX9DGl_EZfwKYBoKAY7dEUnwr7R,2023-03-01
Porto Bianco srls,Cuoco,Monopoli,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=125&ao=1110586&s=58&guid=000001869c488a4193d4f681734f5c4a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cd8a5a7a&cb=1677659245439&jobListingId=1008333597597&cpc=03F67E1B243A1AE3&jrtk=3-0-1gqe4h2k3jij4801-1gqe4h2l4g4e9800-0efdd0c71bcc442e--6NYlbfkN0DttoT8yF7FQUjIA-T_Zo-tijtP4SeWjNNZ8BWN6ms0VcEbVPtuCm1XiatUBr1e48BjOrZAf1aVPnW8rYUSR46F4P_jAZ1aePr5EzWN_niYFpzeK62r1P5xCcql8DVCZZtekzQNi8DsTc2636-0JFM8mIDgZKe24Z7ix_9ugu_x-WIdoeN-EMZVnfsdTTzILMRmW0wFFfWO9aXHbna_-dZDGzYQpnoN1t9WY4Ms3fZkQEreFAg0rCF8kdODr42WSz5uRvmwT1se5Y-CzPi_j1-Q5aUdd98v2PnMFho6pFgtjz8pbqbmADo4UmNdGaz6xdafGxo6JP0rU1mJGH_2HlTKr-GFirsqo4CuUxzwo7ipclRZq29AQuDTHcRbKC64BnFtofoxAvkZjzlxU7poLGNvf0xXQ4JZKsUY3J50TPLOIpi-SKAU_tsiQ4oxwjIY2UCgs1hqCnH72YycLNEeioLs1mINUvDaRx1Oc3ijLt39KSGnZiuGfsat3at1bGqXUR0AOpXrE4wGleaWZZmfQXgK1mMQz9Kj6RFnit188scdPeW3UcvBvtWmWI7l_1IqUBA%3D,2023-03-01
Porto Bianco srls,Barista,Monopoli,,13 g,https://www.glassdoor.it/partner/jobListing.htm?pos=126&ao=1110586&s=58&guid=000001869c488a4193d4f681734f5c4a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6d318ad2&cb=1677659245439&jobListingId=1008473929593&cpc=9FFE37255B2C047E&jrtk=3-0-1gqe4h2k3jij4801-1gqe4h2l4g4e9800-51461bcc0fa5fab2--6NYlbfkN0DttoT8yF7FQUjIA-T_Zo-tijtP4SeWjNNZ8BWN6ms0VWhX6W_TgJXXv3XdC27WwEgurPolJusMruAT7-UiLZs7-Y-dpgRQfwiugDfhCCjStNfyByZg8Ey8pXIDX9Vah-fZpv2e_N98-DhIVY_QEX2OaZOh-JXGOrHPxtsVM2lxXHzW03Begs7N5UIxh-MoMeDTZLHtjMfKD7frrSmbciiyZRJAlVxwdtEK1lojww7ihl3lJzJj9WNd7XygDcl_uACcV2b2lJzOp1YIrqAast56BJ7l419bLGlj3ABJ_pcz-ij1Vn94UTHsrInBIYhuWDo6lTcEUrlYlP_l-F6wfU63sIEt1BBkpQDMjmkSyPwxDyjOGWvut3-cqsHPd1SmnlAIB9qg1pXVntUq9TTonlCDkNP6znX3zgcb7RluOp2wQ-iQh4ZXTk0_sexfMhsxPrJZ83zCL-gl3Whu3Pab9bkI7iMzJ-u7uhucuj_3YlzCeO4CEomiGFfQ4g3vFxmLs1TdSRNIVEo6TdM4lXFCFCNzq42O9hb23EiyNoysxWROg4q8-HGKzs8udMUn4ztFklI%3D,2023-03-01
