company,job_title,location,company_rating,job_age,job_link,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,fondata_nel,tipo,settore,segmento,entrate
STMicroelectronics,Digital Design Engineer,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">3.9<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1306&ao=1110586&s=58&guid=000001864f843378a25074576a8042e8&src=GD_JOB_AD&t=SR&vt=w&cs=1_fad37327&cb=1676371309999&jobListingId=1008350934663&cpc=18E4F2D8CCA3E56E&jrtk=3-0-1gp7o8ct9nccp801-1gp7o8ctt2cgs000-d2ee06761eecb21c--6NYlbfkN0DAv-knXWXtWP4BSZ5vXP1CKdoDUf5S6mXEs2UdONmIWlVd8a84ouEntKZlEKwwLXOkmxXIDVr5Zlmq2abO39Jg6sM7RmxahK6sCKwMB9jzyy3hTH6_t7clHKbENZwMUarIVp5RF-xhFJT4cDScTlSxzy7UwgqAXWidN_apFMz5pmdIlHFtskfbOQhUBSp0wFO4e0v64VrBtmMYkMjkmqek1cnIX2TyS6EfIl7E3zjUZQqmiqxx1y9e66Iqui4iOZ-bTUcWnUUZklvOGqfZ5kFsqO5URnP2U1AjP7-0iqzKSF4JnQod0hY2n-bblH1AQJGT-MoKaSwLWYAtWUYeiHgrXTjkqfZlix2B0mmuzRP8qksX3y-k5OjKJZfy8PboonSBHL9_cg0HsvnE8htTRz1FDUE2aazHXbA5RP0NaQYtiqkSTaJVUNFaUdr7rY50Nm6V1AyXo48F8gKhdul3CGdqqqGyjSDUDd36tLmFWcwelxhEEaOmL5TCrMeFERLrf7zwfI0UJ94FUbvzROZUrzzdw_Y7pVtDAannHxqsZhkyLWmYSjbVfLLPn9JqGa6JI7UEu55jx76fp5wqXPpVFAXgW-UKw0HQZIyKHOE0HWrYsytvytX95z0JbqIw_sAUeEw%3D,,,,,,,,,,,,
TECH-TRON SRL,Rappresentante Commerciale,Campania,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1307&ao=1110586&s=58&guid=000001864f843378a25074576a8042e8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_11d29b18&cb=1676371310000&jobListingId=1007908830771&cpc=F89DB714968E32AB&jrtk=3-0-1gp7o8ct9nccp801-1gp7o8ctt2cgs000-7c95fcdafda41659--6NYlbfkN0Bf7zH--WCva9hch64-vSufFGLij5owhii5BKgj9p7pAwk_eXebG4-ARKBU6wgtV7cAkaD3siqHnlk5kE6xXfpx8uW222y_yrqaPVYLFSkOxIgn_qwO0yG8xmhKkk_cxhzg85B35ai5UpkA4wbsGan6hSSLCTVVq1bdSpfPGCKQZXTdJq_GTcKF5qZHarPpkDJ6Ajmx27e_Ssl_OtqfhDIoRVksjS6xr_2F5tZi0Oj2KnmdkSs63F5BnIEGRLCJVMiquBoR8_kSyPtvluadRl7p5-3nrcReIzoM8_wGUaER2z4v16kNlocLMV5wWP6oa6Ew0ccv6esfc2qIG1m1kFADuoNvcSqnIp0N4bxNRqMACWme1TnsRrYT5Ex_mgPKsNPxLAOCsEYlfWJKgnIWkHCMWrbR72K-iEaaUMhwffkpMJ-OvLVWotOThkB-_XC6AiqFn3oyGbrCZelqStABInlVB0iUFccO-VVd3dxTgT8WDMvfpU4KnlVaOfd0ANLsoK9to1zM7rZuzeTBl88qWN8WdQvjtdHTVmP8Q02LXwzZZ3TQOMGfuzY90igMnKfvNyM%3D,,,,,,,,,,,,
LIFE Agenzia di Animazione,Stagione Estiva Animatore Grafico,Napoli,,4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1308&ao=1110586&s=58&guid=000001864f843378a25074576a8042e8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_aa3eb74e&cb=1676371310000&jobListingId=1008461877667&cpc=0AD3DB1A95BF4639&jrtk=3-0-1gp7o8ct9nccp801-1gp7o8ctt2cgs000-2f4a9c032cd61bfb--6NYlbfkN0AG71ikXQ6DjEkF1bK7dgYLdBYMctPcHbYjdG_0glLaKYUlRgJ0Xd-3M6dLx3t5vVr2I6TA4nJqPlcsrNQgnv5X3iEluOKwbPiZQZP2bOVgFagsm3wvv2qiczlPYUlAoaxDvjCuR_xBFisa2AyV9eKVPCVmaCu7vdLOHd3DVWNXIgXFDG933Sn1Qx3YewFhdzSk3sC07UCoRobUnXtaZJyXwEOHiYdH41TlqTqoQ45JlugZG4wPxxaiwRjHy_T-KRvYXA-QN48lkDeX4gg14JOnDz7lM3FjiUb-m0IxAkT_r8HT3p4N3lUUFphLUxj1eEVyDX1sob9LYRZku9bq2hxGO-QMH2gwxmh88dzXhnLTvdG_pjrb9PqXHBAVJpRTBnXcQWlKKngNsV7bGszz4TUhC_17HUG4CznnT4nS1aXJD76hszzH0ITu6I5D3iKP7U_BC_UDXGD9zrR8jZj5rfouyL0nELe2wiAntKj_CK3WRKQrDdsDeeoaQj9uN3T-DzS5TpVWTr04xZU0-Cll-TsQfl26fw-2CL5rqYpBZU_lvTNKSzJQBw7fROfzsarq4YMOOoBvFoxV6pn28Gnp1BuYxgYNoUaXqAZopSMbH_JElsNIKI-E0L56uE6uYRIISDM%3D,,,,,,,,,,,,
Osm Value Medical,Project Manager,Napoli,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1309&ao=1110586&s=58&guid=000001864f843378a25074576a8042e8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_941ccce6&cb=1676371310000&jobListingId=1008130741799&cpc=E509DD49A6927373&jrtk=3-0-1gp7o8ct9nccp801-1gp7o8ctt2cgs000-f00b98311ad101a6--6NYlbfkN0B6i9xeVABFT5L8de-qXhyg8UHgvplG36njblT18AVkYqL1QYvO2A6yDoxK_Nfzt5fFq46i5O5r1CbUp9Jx6BacxFcZQ3j3hRV9hUhrM3b_xuko8N48hm4ZcgVtuardN2J0J1Xmx6uCe9TprJs-bU_VTbhiLRfFZb0kGH186bxiIeG8f8vSBExzafFaVTNNQlrc6vNzf0t7UZJrKgO6PHZS4R0O4BMJ4DcKZ2v5HXHrLsYA7Y-ACXQwNnVPM2U7Goq1WWGo90pVg5iIem9H_dtHB1JvIljWYuPqqDMQvlp6bO7nPXdq__af7tavreaKUXLzVjkQ7rJsIi7YODbYAVAHc3B0ZR9Sahx3zOXtnW0nloHKUI_A8F0IkAP-3yLR2lqdF0JdHRLjt1fjX7diisHDTCF4M8Q46XBJB8wG7D8hC9x37aUYp1hvlubEnqb8DP8kpjNAuW9cw2kP8dWApr3tk1vW04uWfk7lUUKZbLMRnxEcJEbWXh6Ch4Pn-ZyMkKxuazGCCtszkeVZNG1zsfhK-Us2F370oCm34NFwb9pukCbkv8u0I7Qd5gcXVkfjUVwD2r74H1vUs7-iYPBo_aW7KfREe5M3a111-6mTer8FdA%3D%3D,,,,,,,,,,,,
TECH-TRON SRL,Ingegnere,Campania,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1310&ao=1110586&s=58&guid=000001864f843378a25074576a8042e8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_66414931&cb=1676371310000&jobListingId=1007581838444&cpc=AD396490361E83B7&jrtk=3-0-1gp7o8ct9nccp801-1gp7o8ctt2cgs000-c6e8ad9b3cde6b87--6NYlbfkN0Bf7zH--WCva9hch64-vSufFGLij5owhii5BKgj9p7pAwk_eXebG4-ARKBU6wgtV7e6kUBFQSeMVgJFUZRA-hikJNZzC4uQcgB7ENbhM1x9Fyin91_K8qa-gDWzITkZwM38Q_pb63tvkm7Aoly8rW61SExnmxJdg2QIofA0WjKnL5-z81RvQbx7UclJpqeaXdmHclBnz0e9d9T-BCyKJXCXG8x9Xt_WeWoruC3WwBz1hEW1e5Pw8gKys4asv7tHP1isSsdEoO9up52xtxlNlMSokeVm4JBZYep_uO0xR_DEq20BSS3bzzqQi3Qla-k69qpRc0NHqzXaG6GN1-iMFLr-a86HdTFwobtb6Sh1Y6mANpL6go3qk6bmbp1gSA6BODmJfaB69ASGHnZntJ1F8K-7pVrrv9XJ2oO6-TwF-kfbGnowaEddFZ8bxL4wUVZQz4xb0NEFQbxmegndJFRx82nTjayPy8jnKRXbTeJdr9ODxJadb_QlP2quiY4PXNcK4p1kO0ZP-2hVXNgfVfAlROF1_z4J10auApDsHiX0AwVTNHSpXqhoq39exDKJpCU5RIimhPoytzPEzg%3D%3D,,,,,,,,,,,,
Iconacasa,,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">4.5<i class=""css-0 e1cjmv6j0""></i></span>",13 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1311&ao=1110586&s=58&guid=000001864f843378a25074576a8042e8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_81662ce7&cb=1676371310000&jobListingId=1008440370577&cpc=0C1A14C72F2C651E&jrtk=3-0-1gp7o8ct9nccp801-1gp7o8ctt2cgs000-b150f77849bb4f4a--6NYlbfkN0DQp6B9kO-ml6optfvhZIF909R7pNNSTyfhxsi_kddqo6azqUD8WmQUUwOooQcypin0Vh7C8jef_fcJDze2ke0MzZtRYcTx1daRTnFf7wyWuVxPOHxGkWkkNxKe2YlPyov0vmQ04gD1uZCgo48QdGdbMiyB5CtzovZYjROCUpfQEo8nZQlGy82UyNTL2QDISm_bulzVl-8pjN5JXP9xQ_6Jq1uxNQZrO9j2SRTvF0naZYyH-K50EhJQEqAP4AwhmlKckzUxjs5Qq98c-6cir42DftphDW1eZ5GyjMZvmgCNQ47cFp0jqTLy-QB4IEjlWpspEW2XnbTwSncfIoL1DQHWyS7l47vETynXu9XZz_EoU0ygp3l4ogE6bB0cXhEoRc2IfdH6odtCYjkM_YdP0rywHZOiXYwgr9neesy_sjHWOz2c76XS_2Bi3GK2CRWWDEFwGBLuoyu5NGCazhDvGfdBy3kYC1hdDymjk_YxADdOYrG281HihBTC-zF_b0R1RLQ09ttvlMVvaQYXOVrLNjDVPse8NaJxlGSlg3HC1wPqF-D-3-BDW_75TfNfFA54sxz807JxUY-z4PUVwRziofgR,,,,,,,,,,,,
Okolab Srl,Sviluppatore di Software,Campania,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1312&ao=1110586&s=58&guid=000001864f843378a25074576a8042e8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_39f16105&cb=1676371310000&jobListingId=1008064394523&cpc=AB6E7ED505984E67&jrtk=3-0-1gp7o8ct9nccp801-1gp7o8ctt2cgs000-11165b9ad85fa470--6NYlbfkN0CF4j-VdemhqZhYBfyycXzfctZHQMJlOTMWfjELlTEYdzQvXrnMCEbQf7_njLW3BzLN-Zf8pM0KDVz2N5hR05WrSs-oJT9j1xtitTXCMH8DgJcrv9Y-sTRfR-02ADE9b0_rT1qvIuI2VvD-7ho4JCz0_z7Xu7S5YeqNnN72dIM_4VmcXQp9806Sw2qzpuUOoX_Ymr0XYkBC2GknVmW1bzyQ0SP07wQea2Hvdc6cVBfEVOk1LLavBu-mNoXXfeHfS2CDYxyxdNGHG7OegoqiZgNec38B6n0Qd7w20LoQDsxtMKFVEaUAFHykOF8y2qEx2ZTJbefK4yS8x9IgZP0YqrM9Cew8goRyRj6Ii1vrF9uukC7yl-4poWVplXxBQxzdWPlgvWB5Mr5ZM8NUvMenYwo2kttlwnMe93X6WWdeIqt2yUrvcucuHK2t4Pl8mQ6IfgAeJ0KgjMuxpP0R-FvnHw5CAjmvg67OkfynJdGrCcy-Ram_epTW_ghl96ujygNkn8zyTtDdbAlyQ4E1hFBO-AfXsMzMMcebqJvvA76WvyYpRCzTq0vUT3ejOjopP4UjurAMM1x8PPEiHIZp2IFZ1Hq-YP_rJDzSxYdcHaMj8bHnEnDaKWg8MRco,,,,,,,,,,,,
KIDEAL SRL,Ingegnere Elettrico,Salerno,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1313&ao=1110586&s=58&guid=000001864f843378a25074576a8042e8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c2fbfe4d&cb=1676371310001&jobListingId=1008328377103&cpc=A202EC670F9D0667&jrtk=3-0-1gp7o8ct9nccp801-1gp7o8ctt2cgs000-da595ecf651cef49--6NYlbfkN0A0Sge4nFD0rKJDz5Dmybu_9i7hTlLPONpP69bQ42cL2UpwXxEq0YL0c5CtmVJVNpip3CYgRLXkJ9DegJPLdE8r784yLIWMyn7T0yt8HBcP_eAa7d4LlSCWcfuv-1a_iWTYzNiwXWNLWeQMKN-Tf-eyZrIuqHCqcNW2Q52PemN3uoPbtzGhK4ayOyliOwaCUj33Mr4o7O7Dd6nHJ5pMfwddDkSz0QiR64zHLwedOjo1WJJx2m2JJbcgu-NoIWR7NlYDkQ7KSK2XJz4WI5UlfgZ3T3QMyXg4pi7-e7L_a1wzoUn8gZSkXHhNxDW_dgaIi63wcpiX6H9j5ZFAPXrjzlJjP4zOf6p9v4TnFuQbM3T173etr82kcmbwYM8KxhcCnrkf8ZIgYpTLQXAlCtDm1VBn_8hH3FbECqxDS8Sf5h3FD5QXGEY8E7Cd5pgQO203epCXiqeamfJJ-WTkxvdJ_VB71ZL-bewlIon1CTlFtMAGJqhvVvZYfh7ygxciZPpvvwN1BqDrOMf7xHo8LqG02ZpSq7DlzKrrSi3ttw4Er3QK3LOo6ZosrghBq1GrmcJhIaY%3D,,,,,,,,,,,,
CERTFORM,Professore di Informatica,Napoli,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=1314&ao=1110586&s=58&guid=000001864f843378a25074576a8042e8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d991f838&cb=1676371310001&jobListingId=1008468375980&cpc=8AC01DCC8FF2DC38&jrtk=3-0-1gp7o8ct9nccp801-1gp7o8ctt2cgs000-ee8e4a8f1a466cdb--6NYlbfkN0D-3FQsaFb6K5kN-Yj-wYeYCLk6hY8QiV8Su9-Y7ucGGWhcMz4rqqesJf5meNCNKTXdaP-GOsDjq-mnRhnVsDFtDD6014uf75pBYwWp1pV-hV_r5N4IK-54haodK-tMNyUxSJR81occuCIS1dmcMmmAQ89E0D5PbzXfLB8HqXbug81xaJ6YEq43Q5_ux9LnSFZoolVQkqgZcNaAoh4b6NG2kJXlFK9lXVJ_-knRLiDcDda2bzxjwckF_veow27mQYd8Ps_XDFdJmB71_n2hBELoW_MVbBQ0g5s8zR4BDS1G7CbEGwTc-ffGRTEFoX5xbi1NN79zmDMZZPc7zc2TRpubPadjA_oFp_JSde-ZVFZ9tMjlDrOXIBD6QzhSBtRcOBOr_tN_3Pxe9j5SbArOwwNwl-SVyoK4eDyTAiLQPZyw6NnINAmzL5UVtn9QjsfQ-It-b-nKtI2oo1zy9-5Crv8nPO6Fg-iPIJOEL8jzcEhMby_NZEcgHNQJTHzqOy8EcCTi-q0BezVyOAmrAkq81F9UD2Zi3desJgjYOiJQoO_HEzSBNvbEtwicdSNdhA46tposcgCOd-8NWA%3D%3D,,,,,,,,,,,,
Bre Ros Srl,Segretaria,Napoli,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=1315&ao=1136043&s=58&guid=000001864f843378a25074576a8042e8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_eab39f8c&cb=1676371310000&jobListingId=1008468940544&jrtk=3-0-1gp7o8ct9nccp801-1gp7o8ctt2cgs000-fd800ce384655a6e-,,,,,,,,,,,,
adecco,Farmacista,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1316&ao=1110586&s=58&guid=000001864f843378a25074576a8042e8&src=GD_JOB_AD&t=SR&vt=w&cs=1_d130885d&cb=1676371310001&jobListingId=1008379687594&cpc=39721386339D0809&jrtk=3-0-1gp7o8ct9nccp801-1gp7o8ctt2cgs000-ccea4fd74f7c0b7c--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFKzkjyBSgDOWMP7Q005NynjrY6b6R3IT6_mtD_j-dN-EzveWdoUs4tUqY2qNelXgdiwwCRXgDTEu8KkdIimj1ikagoY1pbj0hS6JDUcZe_Twi9Sp9ye-l0gncWRXoQoXytfmhdi5cSuBU9W_GW9OJi2_aNiprshXWREQGW5satRgF5RMFE7j3HfPLiCX6SkU_ZvblnjOVAnuAZm_KCGOSLClcnkIG3VUaFz63pmwMoCoKJ18uWZ0_y7frLxBBwSWgFPT1QQJHHgkRAGy5_ct3MKs6PZK3qFh-q_6C3TLRrpGdkU5McgzwyQevVy9aF-QThAZob3GLQAftXwveg7KhXozfx8TOfvcHwlSvf0S-x-XE4eOzeVIMspvFPl55IOlK5idWj7GXtFlY8u2zRKrFuVH3VWPtaiMZ1samGRdGFXBycqarPpLPVxqhW-Z1dhGHwTO4oH_WHdc_3vSQCduamKZmCOP0oPJbftGWHzlHRCQU4jOaTCczIq_9xdf_C9fZj3Y2dx2QGModni2uWz5ZJqBYH9bFmn42vrXMvCByW_5AwatvKv_FMxIlc0Xk5Bahv9078kg1EEbJIRM3tply1Vx8js55SfailHrw8kxHvXVplFFKjecz50gEgZIVam3xD_on-Ed3YuREZh78pyQIPhnlwURMHEJjb4-YRqh357QN3A8Vy28AunfTAU7jiM44kQMtgCOfCS0qzf3WASmDyNvUSdAmIrmzgHz4Q_eJThizmbfyFGfqQbeS8Yo9vJSxd7MeyQk1lJcE%3D,,,,,,,,,,,,
F.lli Bifulco Arredamenti,Progettista Tecnico,Pollena Trocchia,,21 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1317&ao=1110586&s=58&guid=000001864f843378a25074576a8042e8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_451b5c5c&cb=1676371310001&jobListingId=1008424152550&cpc=AB6E7ED505984E67&jrtk=3-0-1gp7o8ct9nccp801-1gp7o8ctt2cgs000-c8d969f59e452ee6--6NYlbfkN0A4JwkXaoRv8vomynARW-Hm_L68rakXmo3176-s2qzOSvFiXx0FPkH2XC0pBGF2A7dkaOQFB1Mwo8s2hBZO8VobR5dJP0FFH_SjmdMSlzD8P1mh8jMVMBlqUqDZOTstZtQXUn8RRshb5FPW7ETiytkM3oF8aKwEXSGjnmOEzv_kd4dBJ64gSdxOKJ6OcAko5SBPEA3efDBelLkW3JyWdXlkZHAe981bgJgdc4NELJVqsHZlm801qLVsMdFG50jbJ6o3JWsfyrmAr-cKHN-ZS7H7hhUpaaQP87O1EMVmpZot50Mb4D2hmTf0CNUP5CW7KWmcIpJoUEZxZ9e30Douej5_a--Al0r-r7IKy07R9w1936U0OrI3kX9RdvZQ6lK8L-DU-0MbTWKWFEsHmZ9k1WK_f4OYnOFfDz9jnzSp_FWpW3h6m-Oy-423bi9fhCUk8Cd4yUv6pZBnRZkVTjzVz3jJycBntP3Rj5hfIerxpdhFJFpd5yM900yUUbl2qWfDCIQ0yYK3Dv9UU_0xm2VcuWMhniguwkCN5i2Mhug_4pqUDDcLd5OUYay_a4kVckdPahJ302jPfkKBbUnQ6v5QkEaA,,,,,,,,,,,,
Decathlon Italia - Logistic & Value Chain,Coordinatore Della Logistica,Maddaloni,,7 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1318&ao=1110586&s=58&guid=000001864f843378a25074576a8042e8&src=GD_JOB_AD&t=SR&vt=w&cs=1_9975411e&cb=1676371310001&jobListingId=1008454713006&cpc=F17331D9BECC482A&jrtk=3-0-1gp7o8ct9nccp801-1gp7o8ctt2cgs000-408eeba515cb6a21--6NYlbfkN0AxX4FVThTCNInuP4_dCOjpDt02IlJMbUhQ3pJiroWHrApW-aHLKb4C3Mg3TR-Ze0lpl_ZI8KoglnbWQ7qXtXuAyeIa4Yc5IyUgm2LSXC4HsLRxX75_A-7qLfbofDi35PQQbE7MLA51zHHYuUVvRM7lQP6Td7hSPTyzIxk96hdiMP98o4AG4yV913uvs0v7rZRzmQtz2ktLBeJ0IXjZp3LiKAk6Db1EdGNcTX_St70UsvgmD6k6NhYNW1FoVKQqs0CkguCR1C0Aqzfp1JCvTxXslzCSD7g0BaLQmSwGmJF2sYmOF_Jw7MOr6T9l_9yylRbXmkoih6SLPnYz3GZFq2USXlUwR2wlrYm-nhTkG2AUVh5LD2HDnoUqquLUxFy36sUfETpbtaY8sb7VrZOVfEvABWpRmMBbrt9OhfXD7na1oCYK2vHmU7OSlIDX9gb4BF5Q-7kLO7FzQPzLLYercK2phOWM_7ajx6XwwgU3nT5rSfLk3WPJ9U4897ffEphnOeLW8wSWe98vW3TOEK0cXkMNCZsXB8S73-TCkKrLdWa0IMGxfXkKWwdgdm46qMQug3N3RumnzLVHKZnDEM6vljwlAU5jOkqo4DXhgNjdzBc2qI-3daj77N3AeBNKKccnQ_zXf0LOipjnUxnbxYolRXBwBqJF2ZWhJW8%3D,,,,,,,,,,,,
So. Farma. Morra Spa,Sviluppatore di Software,Nola,,11 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1319&ao=1110586&s=58&guid=000001864f843378a25074576a8042e8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8c1e085d&cb=1676371310001&jobListingId=1008449146557&cpc=3028881457C6165E&jrtk=3-0-1gp7o8ct9nccp801-1gp7o8ctt2cgs000-c087d770a69bf214--6NYlbfkN0BsuZjmKUot0tZdTClGKEaOSYgu4wKz6gE-tsrJG1pJSxE9HL8vvazbt1LoMuoUmQVCFYys49PhKG50vNJcQkI2Cm_uDrYtLURzYnbDEVRyOwPtBRHgz0IKln9SkGs6E3yUZDLMpa3_SOEWvG9AwIa7-n2KqC2MTUd1zj_yWhl7Yu5jAbKOgbyif3YWXV9fPl4Lx_tIfs1sFYDz0o6KxlM7Q1zgj4Y8psxii59GmlE_tHae3-mHFhfzWqG2I3KG367gSQV-wkDl4am2CGbs0R7brFiQRYni5Ny3EUMXJqpO510oSlOZ52-IRwH8Q4d0uGbU2xDaEma2APF1AcJoM8K-Y0mdKIx6H4K5OJpQCXyePlp2VcW54BzaniZKOCD3i5xDAlOMrSZE0RIkH-myFH_7rHBvG75QRvixS8E4fBWdbWRdRXjClvawLYCvXQ1AfkURz5fQAddTZz8Pv5_IgwUxrC8vzzisAV3lp6WyaSSeN0NBXMrQxgVC81Zjk69S1a-mSZuCNKPKFAc26wL8gSclH9nE0xOGF4k8avPHz0RS2mAJq_ApbDTyoXdvAsxzlfMVnrNrmkPxBgY_-BdijEG8SfWl85N_1r0%3D,,,,,,,,,,,,
DA LUIGI SRL,,Capri,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1320&ao=1110586&s=58&guid=000001864f843378a25074576a8042e8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0fb514e0&cb=1676371310001&jobListingId=1007587007478&cpc=19A63F97CDAE9B19&jrtk=3-0-1gp7o8ct9nccp801-1gp7o8ctt2cgs000-268affa285e67a0c--6NYlbfkN0An7zJwxw3CZh8z5lm8TVLUJaJN9wf-Y83TkzQufWzNKA84Hm9L1v7MUAyalvmtwFSjYEqEUg0mJcnrSjAuEedFXz9UwWH7ZI-jNO4FvMpdeLOTmzLnBnBTc4omkNQrHLSm5MdCJdFz81qheroHrw8dGmKku57rbJM6A-skvDn6N4HgXpUxeTj8y3n5BVOsbN_SlwvBVhiGBAZGgBJZfC0PixkvDH6yBDWWcvueDZIb_m5-7EMftYC5U-Ox0UjiiTaSX49Gnm0NVZfC_0LMRef9IEG6xsIj98d5ygvGhjtZVARkft7MqG0FTjZOnsq-Bw65VzoK8UKo3j9LpGP-QzfqS4pajZV22FxhOagTpe7vzKJ-jNnQxGNSzwz1hpjuvd5BWBBQC_IyF15wNhD7Ph62_f_9HHPnohBApFwdObh7L86Uid3Wpb6rZQM0WBx5xgCdcXakK3iXAjTYb3c4Cj65J7b8ECljGvf4_63YEi25j2rv59AlH3PsdwXi_up21CzueQMglHvTkC13ULTuxt3ozeLRwjfT_yzJWykDHYwuu3WCXgws9zzM1xBWLa6wzQ_RLL5tqxtq8yD2AKWgUScAvfbHgmxA1pBVB1jREolVWnfao0blClMsELOReRJ8FWs%3D,,,,,,,,,,,,
adecco,Tecnico,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1321&ao=1110586&s=58&guid=000001864f843378a25074576a8042e8&src=GD_JOB_AD&t=SR&vt=w&cs=1_4be930d8&cb=1676371310001&jobListingId=1008428775806&cpc=9EDA28EADF1DF7F0&jrtk=3-0-1gp7o8ct9nccp801-1gp7o8ctt2cgs000-026e14140c80955e--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFK0Ai5t64DnzuEJ5ibQUF157IBTZyBBJSQfe84u0axUtPFTHWAegiMULFUdf7GgmCacTFzLxvnfGYhtyZ6VosDHSUkdN7LtaeRN42UD4qeFEbYOSGx168wDr9FRv5T94WYaDWvSbWotFy2sYP1PggJdAf6oTCNUtDK0Cq9lyMuFnqorJcc9jrFptCh7cE1u-6rlqhxdIiNqR5oYxykMtlz9PIAB9r3jSkh0oc_IxiwTOntWX77dAFmARO4Zlf8E-D8MqJ9RSw7Iwo3lopSB33eE01eDZz0Iny9JPa_esDqkgVRbJQtmltmBpsrqFejToELq6Mltx56CeS3nFoHia9OenXOpKOv2LUJTYc6ZfMaJIw6RywL_kYvxOIDGJ6luQVBWTXsbL4ubXzAoUE8VuZlHkzsF14aEtbekc8htCsx915_20EmryRYIEcjgysN0ewxE7uMvha6jJDyEmXvKM1NJsL4wJFzIu2FRrsDqavuMz0m2XR0vVnWVavDIeO6WeG_aEIRyFCfhAoHdfe2_5VBX4NIVcSajq6KBKVILHc8Dcc_XEvYfQqb5kI2qcrQSZL8NA0SADGg8RkY5MP0qVgZHZso-97alVqlsePrnWJkqzj5WQxqBzXILR_8vNfAfm3cqxMIM_ejKHfIyzVw_YzfV5beCG3t1_NyaI_BkHIZk9RsSlniLRtDq0UWrPeHK1OCq0EThoYTXVv_NgAOMwGz5ufiQTuyNgjqNKDRZzWv8l_gM-lVRfFm0wvO15-DPq4CdHMfp4RWxmY%3D,,,,,,,,,,,,
