,company,job_title,location,company_rating,job_age,job_link,Opportunità di carriera,Stipendio e benefit,Cultura e valori,Dirigenti senior,Equilibrio lavoro/vita privata,Sede centrale,Dimensioni,Fondata nel,Tipo,Settore,Segmento,Entrate
10,MS Printing Solutions,Assistente di Produzione,Guanzate,"<span class=""css-2lqh28 e1cjmv6j1"">4<i class=""css-0 e1cjmv6j0""></i></span>",17 g,https://www.glassdoor.it/partner/jobListing.htm?pos=111&ao=1110586&s=58&guid=000001862142f158b793370b7a87fcb4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2dcc8fad&cb=1675595281332&jobListingId=1008414674330&cpc=CA5E2B5B7F82281C&jrtk=3-0-1gogk5sbv28uq001-1gogk5scdi174800-cf36c06e0d20ca71--6NYlbfkN0DmPnEVoI59PiN8kjKdqJHstSvntd5UzKlKdUOtSj9mr_XZ7KccBH33Um-4PvLr1AX7we2mT5nXs8s_KJBKFjghxWY_ZJm8Xve4gwpZjzO8HCGk9QSjwf-cp46AQQqSs0gkjlq79SqhVIPzmJgz28OtxJy1dQWkBTtE9hbTsDPf7FxO54oHWn2MGEwWTdYCEdS1QLiR9sB33njCWWBcrlN8B9ztWewP2E63ljSD9sZCu50HNXHpXAPV59kz7ei2asarGck2G13ypv_eFz53b2PUKRhkKM6shbY6yRq4EjDCoNP0ZKTg7TahaehuyK5gefBdoM7i2oXA2owdi-EhCISb7DwI36A9se4hKYsgrIo741vP3CPMzwk5q5FmNyRsIRUVxWBgqcyhos4VzlLODL_FCeX4G97bNkA-hOTA5tvQgRfXS4bAEiVwhSTeoGzDJpV0Ic3rbYGS4jPk-fhVkhAUe7b5W3ZZG9pXVxRPd_Ej1YfkDdpCIKQWc5p2AoIfgRFJteCfx8jAkRfmj0ZTaYlSV4DouxhRShJS6Cpm_Knm38q9H4XiUdGOFs0rORkrYVBMy7HdMIIRufINIM6i86zf,,,,,,"Caronno Pertusella, Italia",Sconosciuto,,Azienda - Settore privato,,,Sconosciuto/Non applicabile
11,CISALPINA TOURS,Graphic Designer,Italia,,20 g,https://www.glassdoor.it/partner/jobListing.htm?pos=112&ao=1110586&s=58&guid=000001862142f158b793370b7a87fcb4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2f0a3e7d&cb=1675595281332&jobListingId=1008409150192&cpc=BC94DADD91C18169&jrtk=3-0-1gogk5sbv28uq001-1gogk5scdi174800-1331770062283235--6NYlbfkN0DDciKe2jXGefLqdJbm6YVj_SHyleaBFbe3BD2NzrDk6TgdTz6qBKS0kwaS3YgvmXZ74uF5HRWb7zc8xGPRMjbEdcO3F8iKsoJghCZhlug8SWCYi5Mmtorj3nLPfWLYqhSl6N8kfVORvf6bDOFl4g1Pn_k3G3NVazHzZP4yTmrUATg8CnpR4wjJo0mxVFz904LmXyMBl3r7GLcgQpX0LQ6U2lo2s0O1kQvtPw5uPYkbNZwm14H-3namdQuRo-qmhJyvd7AhUzre6VZnilpn8Z_G2iGiCKp3GGkFcA3ItTeYoju1MzgKGvzlPLkrD78kyRgbCutLq9m0cs2kY-nEa7DjmXJ7fPRyOiFZUXvV4zaKkKgwxYfDIPIJF11Tc_a3F-4RimuI1yplShp-LyxaQI7-_3x0zHINBglZ2-IWOBL-XgmIB807MA_gXiIgaj7BSEEHO0sKQ2QqG1i4WZwNycscrtTKduEcqQ7AD-6XRGQ3-Bn4KzjIGV6XkRRIEFzS-4VzZMgxOYjhVd2kZ-1rwYtWGWkUahVklRkoyyDXWaQb2UErbbGyWTejIBts5AnM4SQ%3D,,,,,,,,,,,,
12,Redcare S.r.l.,Magazziniere,Settala,"<span class=""css-2lqh28 e1cjmv6j1"">3.9<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=113&ao=1110586&s=58&guid=000001862142f158b793370b7a87fcb4&src=GD_JOB_AD&t=SR&vt=w&cs=1_3e6a152e&cb=1675595281331&jobListingId=1008311252846&cpc=C49818E30565E1C5&jrtk=3-0-1gogk5sbv28uq001-1gogk5scdi174800-5d928b36eaca616c--6NYlbfkN0BJKArFY49IRn__7OTokeQjzOtAQ3tICCNiDT8SJ5k7t0QUWh4kdn8CclV-0JfuAgYsEptrX0PhrAvh3_FT4oUG3L3cg2G9XQckFpZ8mW8g7_MlwDXjsqpZpnZPlWXrwuGPsI6cZhqjmbZxgzMf3ivMFae5J1hZND0duuIoInzRCrR2wF5GstZgtjqMq6SHBbIapW5n9CKiJgCv2MAC5W-C5Ge0g3ioHa_D1xkxHwxSlMoWnnLtHKRmkGiIjngYFjghx-QBS8UuZWy3leMi9N99H38KUu64GHTu3fe723UYhwF4rfhuuMJ7gAYtdFRFqypHmsSkhrzsN9X-DfqKlPMn6GTGvABQfl9f71JQNbHPB65eFzTyHgcFItIuiSRZIFZmgezxmGmwBT8k27mDgdTORVL1E0aaE-NZP5HnwtRo3BwsTKMxkrIDXXuAS1w79EWvS4FoZopP1EugVqhXpoUJOHV1RCclGJyh6PcfCwaMA5du_j5F_WQCtnpmcuC7U5HkvJCNulbYPWloNf-z3mLdl_4MTCVySnQQ5SOIcN61o_T7rrbOgk8CMa7BGeaYFNbJRdnrXWH0l3FYlKNONiO2abbVMAAaeity5cVdeiX2jexdNUe0quIjmNVgcOTBMrQ%3D,3.4,3.3,3.5,3.6,3.7,"Venlo, Paesi Bassi",Da 1.001 a 5.000 dipendenti,2001,Azienda quotata in borsa,Biotecnologia e farmaceutica,Farmaceutico e biotecnologico,Sconosciuto/Non applicabile
13,Amazon Italia,Business Developer Intern,Lombardia,"<span class=""css-2lqh28 e1cjmv6j1"">3.8<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=114&ao=1110586&s=58&guid=000001862142f158b793370b7a87fcb4&src=GD_JOB_AD&t=SR&vt=w&cs=1_98f562c7&cb=1675595281331&jobListingId=1008255009668&cpc=AA797275D70DCCF0&jrtk=3-0-1gogk5sbv28uq001-1gogk5scdi174800-5eb45318949f1297--6NYlbfkN0DnGmcBTOb772ESOvFJKsImmoiORSSf-EDClh14IRIdT9ed1SlJGtbWCMkNAT9f6-SgqhUau9pjujK9uBT0buKt1S78IXHhvY_2XkG7uL0W4TgmU-nEC1dSCWDZdiug_3a0ZhDmeUgx16yH40EOVNb9eknNCppLC-49VCgwt6Ec_lB03fyyYKU6Velc2FTv8CZpBzaTcZGBJRPSw84QX_a20vz3l6ghzRPQGhRAjsAIAenXm4M_x1OG5w4hB3BvDWfI0JzUNZnTv3cIt2OmKasz2uwdZzgkQwB0gQmaY8W67wacBgQClWS98BF-5Q7VtHYBGfQPcBnkJ626oKgx1Tjj2CS1PjvYSDEFYWgNx2T5ZzOnlMeqyFgvYBgE2gyMEtuLmSPspGRU95lVfYbIn0cBHoc4EgFCA5J80UlGa0U2UfUE8hahMl1PKf942uKux5y-k_YtvMBmHDMl8V0P6o-pNWIdZviKLXzuTg1nseMeAtsy3-TB57vRLpv9ANoxpnrrqVc_M1fru70aAhqxgcvB6hh59yelbT4JwO7E_JCWzKS4sCblXJYj4bvwC3RnfIM%3D,3.9,3.9,3.7,3.5,3.4,"Seattle, Stati Uniti d'America",Oltre 10.000 dipendenti,1994,Azienda quotata in borsa,Servizi Internet e web,IT (Information Technology),Più di $ 10 miliardi (USD)
14,Iconacasa,,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">4.5<i class=""css-0 e1cjmv6j0""></i></span>",4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=115&ao=1110586&s=58&guid=000001862142f158b793370b7a87fcb4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_749d5714&cb=1675595281332&jobListingId=1008440370563&cpc=7095061949A44974&jrtk=3-0-1gogk5sbv28uq001-1gogk5scdi174800-f74fd59876ceea94--6NYlbfkN0DQp6B9kO-ml6optfvhZIF909R7pNNSTyfhxsi_kddqo6azqUD8WmQU0m6HfQkCO3uraQKqPQ8gR3TsgYocsXil8MjvlmIVFUsR5C9ep2nV3wJQSxnyGT4c6E9UU5dS7q_r7JrQiE-4v6SqHMV260YanHpgHR9TieXqRimxxqGjzWmNlA-Bnfw3NPN8byNrlEPCHWidCYEyVneDASJKsINoEJlzbtnuM0CIG33vD5m8CAPqt2a__dTrAXE06diuP0yQCuSHi45AhUQ0YrAJruU2RpziCfp170kLFNUweqx3W_CN2fq2fDsokxrMGrSG1dm6b37aasQXEMuweruyO70RnkmClFG8t9y3rYm4F0MpeKqCof5VZL8VoiPJ0VBRkRbAApTnUroajEYIhQntS709C5PPhRXstGr3BDrMhG3i87IQ-6G1hcVrrOKDbSvKw4sl2tSo12qLabO_nEqiQv9_MhmF41a0Mk2aEyA0svs-pBVrxT1VSaQP9L-WodonFLl9v2npfnZ6RZSVoVbhdoVUhB_xvS4J1QWD0WUbpp7LzMtOgGZSf5QigT59j-SRYswo_iXbhfgxvuhNeUMGFKaP,3.9,4.5,3.9,3.9,3.4,"Bologna, Italia",Da 501 a 1.000 dipendenti,2013,Franchising,Agenzie immobiliari,Immobiliare,Sconosciuto/Non applicabile
15,Rete Servizio Civile,,Italia,,5 g,https://www.glassdoor.it/partner/jobListing.htm?pos=116&ao=1110586&s=58&guid=000001862142f158b793370b7a87fcb4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a8f8ebe4&cb=1675595281332&jobListingId=1008437821557&cpc=9FE5D8D7282D4400&jrtk=3-0-1gogk5sbv28uq001-1gogk5scdi174800-261748bbac4991ce--6NYlbfkN0DT7VMttkO2X7JG_zv-SciHGg_9GA_6tXl9BqorkB-XfasHgPTcGm0nuAFpfqedlImkeIGv-PVxbb74zKux7dHrLHucbLQ_q7bZ4NlUaMzoE_fTILuVYqaq7scesaloMQ8LPZvH-2WCY8XYdvD_Wqeeh38RJNMy-eMvzYz6ZtVJkZlsyMQcCXk9DKLuBfouM0wrXBk1fU7qmXnFomt8FQp_txv6w8ok4AnG-LI-wKATuGFurlCQ0JcTZbX8X0XobX3g494494OQLxT8vA1bDmUPq7JZhbBIaTa_-xm3rhmUbCS5pn8s2S7PNqQEORt5IxsXfItJX2wpL8lSPM3ToPwIiM3CR0QajiyGdHesWEW2O0WtTWtA7qB7m_f7HwUpXfOK7efXuvTpW7iq01AUNnzEYMfBhKVU4e3DUHWm2KfuFUn_WDOToxm07PSv31OJ4y8PGYvTHSYwlN44EXkgjAX1n1q9gf-FPdlQnwHDz1CsyO7PqdZthWFjx99gFawFnBnSf2Qwv-y0RVy_RrBdXxeuR0TE-1Nwb4t85g_MKLzWa5-XIcG5RlTC-443eSblnqJ3Po4_smOHUlY1KD8cFoWfx2uwi_8xo1KG2QGGA1nzURWPbVws5HMZKhK7jXkt5lIktwPOebhlIFwt8X18aiF0,,,,,,,,,,,,
16,Human Value,Analista Immobiliare,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">4.5<i class=""css-0 e1cjmv6j0""></i></span>",10 g,https://www.glassdoor.it/partner/jobListing.htm?pos=117&ao=1110586&s=58&guid=000001862142f158b793370b7a87fcb4&src=GD_JOB_AD&t=SR&vt=w&cs=1_47a03056&cb=1675595281332&jobListingId=1008428556568&cpc=40021B6B9FB64F38&jrtk=3-0-1gogk5sbv28uq001-1gogk5scdi174800-28afb250547c838a--6NYlbfkN0Cbu7h-UbSF_GGQaxjcsJH4mXose9dnRPGuIswOraEW1BCliE_XHjNelIDm7gNrajvv-XeVa4LW5IihKbm_ggaYhuaJzACCoyuVaT7pYWZLaZ6bTRA4avlbshFuprGcs4REzA_8mSK_HbZ7t-yZFjzivK7tHjXv6p36X20vv6MeRNRac6oukQ551vZlBJBw_PsjgpFGKhDWeqO6WakyZQLUXLEcUF2UOlvIRswxkG-uDyrfufmhRBEo0a7tCm_lCyGMP6nIIUD1B2kcPbedStUz4YZMqYcGPFo9VCI3AwtSidesKrGCPRtZmBKixVHPEyIrzh8bke7Mc61OcPWLLsYcy12tyiKfvMU637NTineoKqFt0wwJK7ZXkSyYLvODHEdzxB2Ml64ITut9c_2poybApZtt6Ghp9QP7I80oSkgswM15bVAem6pXVgYTv5A3hNUSfMBspBRSUA6Jdu3JUXeEQp-f6bMmEWOpGgEyTFxiFFlKsUcpl6U7WoD-ywb03phS90ur7xMTaRfDcjUHx7bk_JkPr9o3Cqau6DX4HNiiQGPXICSPgUqAELPusPkRO9fUcA8HdleWUytkRcHsR4bKkKr7066F_Us2Lirgl2PTY5wO3kea1VmJ,3.0,3.8,4.8,4.4,4.6,"Milano, Italia",Sconosciuto,,Azienda - Settore privato,,,Sconosciuto/Non applicabile
17,Sdg Group Italy,Junior Consulente Statistico,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=118&ao=1110586&s=58&guid=000001862142f158b793370b7a87fcb4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f70aea56&cb=1675595281332&jobListingId=1008002126746&cpc=C49818E30565E1C5&jrtk=3-0-1gogk5sbv28uq001-1gogk5scdi174800-141075571a32a161--6NYlbfkN0AE8umwqlP24P5MJBciCE0tQ7MfDjkg-RyuC98PLXYex8ACeSLu-GrDevAZ2Y-O4G8FEXu5GFDM2M0g4I9QH4wzEDqZ0a_F4QQBZ_zWFWbhGT06QBEsPT504af51u6QHMl4BBdE2gDhh1zSB_jF_PPT30wRH5AGH_l033Xo_cFpkwvNxcp0GyCpH1OmAQf7eTNXkPZhJPm4yp7iLQjDwttc5Tco4Bj1_ZoNkWCmwpP43HJDJvDp8M6wTFtiPM7BPsq_1lELEk50Drwi-anqruRJKYzitsFvfxEBHo-AWn5zawKb8rg3hh612fHdU56L88oja_Tvze4qoEqhcdki29mchbjwJVJTGBdMj5l5EUutP1pO2uhZFdRnKfJdkyLSvC9Vea0gH2elj5eVHwOKFEJN1XvKKC5mGQaiVwS7CtjiBCfLPZpmD4AHWIkZEM_SNVAqymFXh7Z8d2ZGEWKT_saQ5SYPLg-e5a82iqawz2w4CfUXaqhnIp9razAyMGZimOQRt9OVvifsx6SlUC94KKSd5r6q_SKf_qobMKrnCguxHiOl0TBltY5ePjNqf3k-Apzh_3fYa8j2DyvmW-ZdV1ddqBMPIB3L1jJpC5hQgcgiIw%3D%3D,,,,,,,,,,,,
18,Iper La grande i,Addetto Controllo Qualità,Liscate,"<span class=""css-2lqh28 e1cjmv6j1"">3.8<i class=""css-0 e1cjmv6j0""></i></span>",1 giorno fa,https://www.glassdoor.it/partner/jobListing.htm?pos=119&ao=1110586&s=58&guid=000001862142f158b793370b7a87fcb4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d2dc857f&cb=1675595281332&jobListingId=1008449430338&cpc=EA19F5B90D514204&jrtk=3-0-1gogk5sbv28uq001-1gogk5scdi174800-01ac63ac24c49a9e--6NYlbfkN0Drtkb5wxXwLpTXrFSgyWS5s8RiJ8JotFRCdkPO5REqvUeJDNmF4woVMnrfPlCh2nxihWekq4Fm332mUh8eFjyxszqAANxRqcf3vu7h5FGRxmiuAKiT32Y7VPkMY8PmYUJ48vm5AQYxeJeIuaIJENfzmpqO5ukN0Y93OlBiAJESLNyeGuv0VrAfW3-Dw_3KrDVvDomatOo7FqkES-J9HoCHx5Lf3FTeM6bxm1WL54z89QczT3tFaFypw-1kLglNYTF6aoeu_IK5YwTYjjCxcjmcDRhwJ8ydn2s9zOfegTfF7_Tty3rMzEvjRpVqD9UpbdPw7n-2ymdZ96Ak7u88jNubhUm19eC8Fn459hUNKTsnnwQPOGhKzUa3bXmOZG2AwUaHInsLL0oUXoNNG41RLISpNeEu0_dWYm8iBixOnzVT3Q1O2LzFRI6No6G8VzQ-qy6ucBhWxgxHDDpdEhiIYhkooSTI5K0o6kZcASh5KAFl5F3fmQclMhGPLzq6R8GQ07V2Z4b6m1i5U39dycMj9XJqZtWBxdhb0RQJdq_x7gKthvmq8IWaZGJd7TwE-5f2Ra_mQ7eqfBiERZn7PSNXFxAGT60pqhKKittz51MP-vZ5Jw%3D%3D,3.3,2.7,3.2,2.9,3.3,"Milano, Italia",Da 1.001 a 5.000 dipendenti,,Azienda - Settore privato,,,Sconosciuto/Non applicabile
19,Gruppo Tempocasa,Consulente,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">4<i class=""css-0 e1cjmv6j0""></i></span>",4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=120&ao=1110586&s=58&guid=000001862142f158b793370b7a87fcb4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_05b8ec4d&cb=1675595281332&jobListingId=1008440017045&cpc=F1339989C5CB8906&jrtk=3-0-1gogk5sbv28uq001-1gogk5scdi174800-a255f36c087741e0--6NYlbfkN0BqFYcnGQtlgZUyEPNOpiDdgWIzo4J8ITPECTVQq8Qp8cTfoGaBG9wTZSfesqTF75pez0NeHlNUklLe6IEqWir2Nr0K_FFh4lcFS_Wvh33JUXNQxZI1RJVjOxvZKdc3PUK5ketdqnuMcQagR5fpVME4mqXyLCX-7tVGEJCYG8251I1a7bmCTTFffUIjQy-g7hBbHLNbqYsmJWaIsb3fRYy7rXYli8AgCfSpsgo0juQB5nbNM_LBs6ye8sjzxd6UeC2I7742FMVYEmxAbGRRgNas4LpaUfSEf5CiVkPfv-5HzGcR9c1GtT49xSluwHxOG4QspPgrUQviXu8KEXJUZtcaxrFQLjnx598izC_DW3SOxWxV51cN8x9LqDOOsXzQrpQBhGZCZLeFPtQXaTy6UVdKotx-8nn23Ipwqf6WxGtDdcpnxCzAgMDWHrrZ8VNzZKJ98UE2BkDsZ-cM5LZNAYrzkuaKquj-2-xdW6JYtsLumegYJOXd2v3mZW53djtlCpaQT77zh8mBU_1r-R4_bRH0LRtRkY7QfDwTNfy-UqyedoEaB5SzB-eigDX58nQYj51RC6r96rzr3H79ufJPK7_BxkEj5jH6KSfecviitLDKKG-LwdLdW-tcYSPsv0fQxo2g3IC7jqKjKwhiP6UbM4rN,4.5,3.9,3.9,4.0,2.8,"Bresso, Italia",Da 1.001 a 5.000 dipendenti,1988,Franchising,Immobiliare,Immobiliare,$ 25 - $ 100 milioni (USD)
20,UNIQLO,Addetto Alle Vendite,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">3.4<i class=""css-0 e1cjmv6j0""></i></span>",11 g,https://www.glassdoor.it/partner/jobListing.htm?pos=121&ao=1110586&s=58&guid=000001862142f158b793370b7a87fcb4&src=GD_JOB_AD&t=SR&vt=w&cs=1_15eabf28&cb=1675595281332&jobListingId=1008426470970&cpc=F1339989C5CB8906&jrtk=3-0-1gogk5sbv28uq001-1gogk5scdi174800-27411c4efb6920e6--6NYlbfkN0ADNS7S_bk_QaI_CrwlsrYCPwIxhEPqbKfSwismzAhKFhAO0N3pd-3meo6aJkWq0JFiM2SrH9gnAx3bHNMvWLUuSs3TajGnz5MqWqUBW662MKiwifDX1CwvroGvzOQJXnjOUcibDOvfyBQ-Kyf_4ZWcAnDlxpL7jboVzojH0JvxY-ZxKq6WTsg__xG_BSyNYTbJGxzsSKMud9bu8hLoodVUiTeqQ5j7Dkl7T76BYFp-FQ0e6Ck3682-ZeYbdcpWc0t9bCRfTrxhc97xOWPSEXP3LTjhPA06WM843yohDgMAOzM5FNXqAeOWpmIbzQzJLAA5rFiK8HSu0IdgUtgpZ3YHGRVhBubCcyJyXAgIA4Z4zOEO-tvFwhDndgan3lkks-CgFR4ymqCW7Am5tys7LmuMt4CQ01yTKe7jSedl6e7L99cET9c4DNdliqqc38mM6NAZphNpWklJj8HFeP6lJmewfYaMLawrA23mRUopfY5CGcbvsWlyJokUMN0ah0SbCh-xmbMYO7IbFo7ZOQyfAmRPpz9n2B5Z3Ui4rCkAYgv-hh3kg0oJkwl3NzO24SMmRf-HUael0iyFO70jAMb5Fp1krX-4bjlFoZM1k1p2ufmUUXOkLGWg1KnwhydyNiMml3nABn0avW2CvDxRr5DBAV2vBEzk1WIMFyxcYH-7wqzY4EFm0AnDyT6KEMneLJKIk4_IRfDt-3_yUbeE32b-f9Iq7avqi9zic1cQsziPYtMQJg%3D%3D,3.4,3.2,3.3,2.9,2.6,"Yamaguchi, Giappone",Oltre 10.000 dipendenti,,Azienda - Settore privato,"Negozi di abbigliamento, calzature e grandi magazzini",Vendita al dettaglio e all''ingrosso,Più di $ 10 miliardi (USD)
21,Poke House,Vice Store Manager,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">3.5<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=122&ao=1110586&s=58&guid=000001862142f158b793370b7a87fcb4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f6a4ab75&cb=1675595281333&jobListingId=1008376956948&cpc=39BF0EDDD7C951CC&jrtk=3-0-1gogk5sbv28uq001-1gogk5scdi174800-60df97fb9c2204c4--6NYlbfkN0D_M1yx-FWPLzblnGjBaJLTZ1BYOFsErCyPl1odBZDTTjZZ0WvXZI0UJ0YIN-V6DQSfCcH-y3nwNCP_7hIQntUaFl83fLPhSiWZH2q_0fFkZi_FTUlC28Wh8eO7JygMuFEEWea3QTDNB5Go8YFkD3m02H3zPhd8TwO2EfxBwzohBDi5GpboossVqqcCMQeLKHUl35bfndaR5gOJ2OrRgrrUBrDdPgKX7thszNQKc1v0oYOl8ptE1etoR8zsC0Z5doYM_i3LWoSb_vHQihitny6wTqO0WdYXXTCPi8o7AgPx9Ve-2Wz6QGGzMJxReHWzeiLxC-kSzQcck_JphUj-lgDb-iiP4V8eMuK5h_GsOxR9pp8Z6f_e-BS3MmXAnqQE22BJ5Plk0n6l3ck3eZ57hvq1Dj6E4fqTlaClkRQNY0BOgA9i96orKvg1Cr0XOITvLn8kREcEkOLB-ceZDYNPXQ0V7sYSpKioDzvZl-J1rNX_jq-GNVfmuLmuV-tVCvlur72eDH5AGaa82evN0wCqDvUVHUuQ6uAU-0dQ8BDnxugkkJOJG_WxG_Kv5JrE1saDLcw%3D,3.2,2.9,3.0,3.1,3.0,"Milano, Italia",Da 201 a 500 dipendenti,,Franchising,,,Sconosciuto/Non applicabile
22,WEBIDOO SpA,Business Developer,Italia,,1 giorno fa,https://www.glassdoor.it/partner/jobListing.htm?pos=123&ao=1110586&s=58&guid=000001862142f158b793370b7a87fcb4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cbb81958&cb=1675595281333&jobListingId=1008450157158&cpc=4050D81B60456B41&jrtk=3-0-1gogk5sbv28uq001-1gogk5scdi174800-69d99e5aaafd1a58--6NYlbfkN0Bbc8gxfAHFKRuywEjVkkggr-Rb3TCwN77l9KXd-eqlp_6LLVsnEbhGeJnRaWlEWPVproY6YCjq9brQfIZ5x0nCjaEdDtMPNdKsqD999x5TBR05RZlupBlf47JoMnt51g8w-RNYlziqctseGCbNvToRTSrUnXM9pP5x1YZvUMlYVvGJwWuM7loTM5DfU3J3_6MM52w5A266Wqfo56zEltfk3pQcBdsPumo-IW_dYOjrfWm-VUdhTcAglgJ36yMBFOkxUHy3Ubwl63f1qCdt971GecLjIl7ktNGyhp7JQBl515SEup-IEDbj907A8sOwGZjupWWXTLjf3zYKeB9CSAD9COXjNr_m13UUWcrtJWer79sa4k2bGAc3gjtByQLx1OdEQwx6w2UqV8O_QxSwg6RxdUTMRY49V_YWNNZDyXPhcc49EhNZ7kwUW7YTvsy_qdyo4aVEjAO80Et6g4W95EwYwHBo6TU54w432WrG4V6DVpg-el6W7gf1k0kJVbjyiaTeu1jBoHrkzZF2vMyPazYoOkNunrlEXGWOk2O0nbSJcrFHldgbfr8VaBdCNFGGRtrQzR9j500Zkg%3D%3D,,,,,,,,,,,,
23,LEGOLAS F2F,,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=124&ao=1110586&s=58&guid=000001862142f158b793370b7a87fcb4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_feae0fc4&cb=1675595281333&jobListingId=1008150695343&cpc=9952A63AB06E78AD&jrtk=3-0-1gogk5sbv28uq001-1gogk5scdi174800-5d4346c2873996bc--6NYlbfkN0Brhxcnrdf25a96VuAO1FHh_16xrDe9EsM7qSbMfOOthMAFnhrwmY0pvBOJpyIcRNmIkKQCWtlqIfzWQrl994JQ4Hd6dekYEkcIcS7wjm7m_iuaphUGhuekms9lMXRHCoLK8c21JLuWaSYkShF_dtNxkRe1my7nk0Av8U0-pxKZ4eHhAsQKSANkTCYTogSLNitwLZh6V1OU76stZlN14I8bHZTQ-mATI2dtQJzpnXseWv3fhG5c0oJFJ-Xe7hO6hmBnBBVCpw-EDI3kjOR3gNQbUoPwLKEXocQVwiHmwG2UUHY9BxWIkXxbICbM8k_8067Z5Oe-PGRm7NdcPVIGvHlduHkTL63GcwXSc2jMKDJbgUZn3z0uAMZlii4NnViNgkKSFqU79f8WHhP3ADWBazHA5nmX8StdtFBBgTVYYTu3L-c1vZfALG9d26hJmtTVP0HM67a5WjrqmHOr4jpfNZ4-V0ccENz3gs1hPUgqszxQE8xX2gcU47bFqBOTc9e9EcWX4yn9HNPQPkiS1JjYt-ShWgj3hCDwlOvBerSkPzVjr-2Af1_FPMvhbYgb8PE7s1L3kuoYBQLyXO3CWiIeBFVY2x63fW5CygQWjNQFVmtxaSKX-YttOuG7rpuzyidwyrEIMAzLj9LUMY03_OYnIfoQ6rP05tpW7fGJ3XYo4dxK5jHa-hwHPxoUdJ00MtaoPHVmaNJqFBqETQ%3D%3D,,,,,,"Milano, Italia",Sconosciuto,,Azienda - Settore privato,,,Sconosciuto/Non applicabile
24,Manpower,,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">4.1<i class=""css-0 e1cjmv6j0""></i></span>",6 g,https://www.glassdoor.it/partner/jobListing.htm?pos=125&ao=1110586&s=58&guid=000001862142f158b793370b7a87fcb4&src=GD_JOB_AD&t=SR&vt=w&cs=1_b6b2ce5b&cb=1675595281333&jobListingId=1008437200141&cpc=61E17551093C17CB&jrtk=3-0-1gogk5sbv28uq001-1gogk5scdi174800-2674902ca6756dc4--6NYlbfkN0ClZqaX-sKdGgzOio3yhb4AvR-vSPstYNRqTmgyaFf4FZ-v4zOA23Z9oedstVK51ytiHeSf1arxSeMV_m45PX5LghCgLsrR4Jjv1jIXT82r8URB8tB-SOtHaezhbkuzPXNC8Aj6X72glIG30QH5Z4Gne2kI3PquktmLhtLENfCgVAfIOn3O2fiIwE3qG2VYR9X6NliEBsDWlSJFR4y7djyX3lwU_i9ew--BIfRd6rhmwP_jN_Mh-gt_T8e_3syUo9LkCKCc2Yz7YaFNWCELP7jDzI92mTe72uWj-gR7Rinc-jD3kO58GeEQkHfwVhwcXLRlFcc5GuXB48ZUu0A-DtuNH5AUXUORD5dhHSOal0m1Rmjkqr-VonZ3uPVnFpP3N2oAjjJEAQPX9CZpr5efknMF34TDWj9RwWX2poy0FjKIbpcitG4YjarBYx_-DgZj-Tl_oNZJmXgya5V8D2L3zc3yovfzbbnW3LCogGlMJW0buO7rU7C1mOTJHgREF724p7IeIFAql3R6i0iruMPHhKeGsthNY3foLxjb5rpKVdoTZlEJqWE0zv-yCkt6Xa1qM4n87U9mgRbQ-DQZtuIDzqTYSMLnxmY7T2VZ3Ey61aVUIe5yF3PEQwshc8nbH79Ahb3uiUhVFfRMTVX_8ig7_bHhoeffB4uQPWWtakASZrV6mBgx6lSAdrCvs9soysOplRp5-eAKNrR2ef5U0jSKmC8GWyD3lR0AqHU%3D,4.0,3.8,4.1,3.9,4.1,"Milwaukee, Stati Uniti d'America",Oltre 10.000 dipendenti,1948,Filiale o segmento aziendale,Consulenza HR,Risorse umane e selezione del personale,Più di $ 10 miliardi (USD)
