company,job_title,location,company_rating,job_age,job_link,run_date,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,tipo,entrate,fondata_nel,settore,segmento
Soluzionetasse,Senior Consulente Finanziario,Sassari,,4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2619&ao=1110586&s=58&guid=000001866e093f7e904a3a8982bcd3d1&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1de08b12&cb=1676883345619&jobListingId=1008473348017&cpc=878687325D2A5CC7&jrtk=3-0-1gpn0ifstklvi801-1gpn0iftfirlr800-ba6017ae6d98f3c1--6NYlbfkN0AHIOBnwWbxt0fxfxDviZMMTOjvsn6CQ5-5e6j_VwOQ3xzzF7Vg-mPXAL3NXb-cQlvCk31u1jiWxs5UCARoLHrMTUEKkAPUgHqYxtjutqwsCYWC3Z6jLViG3ip1ZDWBwHyg7xRlo-TsUwmA9rRbK2fkrUsAbcRtX68JilohF1XSsJCDSrOgqkeMkYMIIY67tGPA1lBTM3C1kD_mZApEvvFqEBWQFGgw-akppJS_HVfJw2OjJPy7uuxULrdqSaV-Nwl_DpTANDNaYKAVhVQTVdCBGNwua8Lzqs9UTyHskDwesE-wVoba3vIzHCS12y1xeXA8WmGr2FFZSuqtiO1e-lkQqyyr459DOkt_U-sIWB59keLvVzUpYV-jfq03BuahLKECQFlBJ5FYugd1ZCiGnusFI46fAHOOosGkZzlsUxW0wBZ8BCivemwsfM1fJ8oPxEh6XYT2XYkkcEaxrn7GAjSfM8BhfRB0Q7_eIM7UXYzq27xKdVDWg3UkQFFZ_-yRLlrCt0Li0I1kWheqOZ9PkRiYYdun9yE6sNa-rqwQitPw5W2zEegNPa1k7rIhqJO17nanD7pLFpAq54EkG3rVthf7,2023-02-20,4.3,3.5,3.7,3.6,3.3,"Milano, Italia",Sconosciuto,Azienda quotata in borsa,Sconosciuto/Non applicabile,1996,nan,nan
POSTURLAB,Fisioterapista,Nuoro,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2620&ao=1110586&s=58&guid=000001866e093f7e904a3a8982bcd3d1&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0a2e2f73&cb=1676883345620&jobListingId=1008377992740&cpc=2187E14FC6F1B769&jrtk=3-0-1gpn0ifstklvi801-1gpn0iftfirlr800-9700d9ca0699b809--6NYlbfkN0CtTVHPnkI_ECdiYZpq9py0DIPUaPG5QSjsltpxZ_skYj79ATUs2CdcRMXSOAZwKKnvAeyrlkpYBzULWCfE7FtuVfUmzcH3c_OWUATNrrgsCGNjwyR3F8KyxrIKxL2qnJfLl_0fNqRw994ndR94Cf8ZQbhWY8dnEI877YALzV3_bhCblMTTntWyoybO9Kup6Yr1dmHvwiBj1VJnPrSUM9j3qO1wkf5dztmsp-WZlCp8r_mVBkZ5W_QX6jDBWVF_ebXF-IYTtwejZ8Q87Fa-fs1OFcsQW_88NpCuIbVdG8YUZIwVpPmQHRoiBgY1oO6IzCgtRBS7LcViiwMFNeBfbFvw_FgIXCUq8Rj3rStIzTlyb9KB3VXaieGRM9UmHUliUI-ombNYJR49X1s5bPB71bK7-vveamezgKfNVF3ilm76RmfmtctY8loAvC9YdQCYnwVpIdIjAjMxNIJpztm8tZh0ksDT0zILVovJuF8sX1PH963CP5PmvWVf9CuQ6AhGiM-iGeq5C771qMVh2Q2AZEJGkmgXuXv_WezBlmvwqKFCkPJ0uq4zSpSIK7-loRyc6jM%3D,2023-02-20,,,,,,nan,nan,nan,nan,1996,nan,nan
Soltea S.r.l.,Elettricista,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2621&ao=1110586&s=58&guid=000001866e093f7e904a3a8982bcd3d1&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_195afc13&cb=1676883345620&jobListingId=1008188894834&cpc=786328B4A40DC555&jrtk=3-0-1gpn0ifstklvi801-1gpn0iftfirlr800-0f27d0f167e1fa29--6NYlbfkN0Ddcnq2VFZOBqO2z63GwiTUtvQ71HjfFiSh6qqMva3d6dfcz9IZH_fc9qtnH9Uf2ljm_SeXOzRihJ0NUmpzZceHCU8dQQA8e9DNg9N874H69Ox0nWyzl9GA8P9kFyQhYS63W5qJgcnR4SmhMVJFvcvm7fLPn7_8JUGT9HUaYOiNFTqm6w1EFoLk1jXBp0tlmRoDzN9kcZISJfwr7CdZtdQC0PutHVCCpNK6fbj3J4wF616amQg1iwTP0i7BeQulWl65QLamWAlSqwK-qT-2XiXOaEcDCERsI-CfeLhnW-VS1xrXybvznDb1dyGuve1gMPtV2DhJA3mTSItBCc0L25Cd48C8qGda3Wk8cWuDgB-1ediORLOpJTYqUVcOjbShSVFXFVikpfkkbXlpkGyOs42haFRxLjuqVBGmL1uEteN9FkqgEIi6_o_mSOHlMfHXIo0IXFljGpdhvHVdhXcKicmCX17SU1jo-ie8ixZBG1TKSb4cwMcu3KHSAoNA-gbirhGYOMtxBR3zXBvbx7g_X1959tku7zMte6WsyesT0GWERKt67kJ6zHzYMcQ9BCkxic8%3D,2023-02-20,,,,,,nan,nan,nan,nan,1996,nan,nan
Erga S.r.l.,Operatore Turistico,Sardegna,,19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2622&ao=1110586&s=58&guid=000001866e093f7e904a3a8982bcd3d1&src=GD_JOB_AD&t=SR&vt=w&cs=1_b5955e8e&cb=1676883345619&jobListingId=1008439427174&cpc=6193B0C32834B022&jrtk=3-0-1gpn0ifstklvi801-1gpn0iftfirlr800-16f20c59446ff952--6NYlbfkN0BytWipstCyveKkw9FlHucwf8c9OEfcNK6kJ3VVRANJxJbWkJbVhuVmkiwDTlZdYv7UJzn6F6_So6LtOM_v9Z9FzOF8PdFuPe_x7YBgShEPq8cNS1jPRFT9nwE2OUlx5spN3KViaihpJEWvVVPCjhUPSK314o8MOwV5a5kOsMM9E1-77X6-r5geGcWQNagouqLggbHyeGQHxdEF83nSnLjATT1F46ErNGk1j6IrLusFx7SbQeGRjMKRlpmRSgxuiWm6zU9Nsmm3nLcUWrZxgQQPy4dGHZs3WVk_t6EnjxYMFMS_pNG-ls3dqkNhjTfWVpJfvZp3fW5OOaAo7u621T7GSOrUHAb7ld9s0PGkzVEf6kABHv6isZmmBoEPiEr-smDXDzliiAGM59eH1XENcFAfaxj3MXdcyiiGPvO9w-JTSDY1N2agqWeACVjaVAISF8CBRmu1xqp4bG72gWVZjamhFAYEUtKBEa798LvL-0_KTLCJW55JjV4mtKLt6Xvn9M_3xPyaHtZcQKgNgiM7IyBK96oczqzZj3SxfaANLhYbWKHbun0JqGzi,2023-02-20,,,,,,nan,nan,nan,nan,1996,nan,nan
Aeroviaggi,Agente segreto,Santa Teresa Gallura,,4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2623&ao=1110586&s=58&guid=000001866e093f7e904a3a8982bcd3d1&src=GD_JOB_AD&t=SR&vt=w&cs=1_1cf5604a&cb=1676883345620&jobListingId=1008473877885&cpc=AF1E4A3695F490BE&jrtk=3-0-1gpn0ifstklvi801-1gpn0iftfirlr800-9d12947bb8e7d7e2--6NYlbfkN0DbaKl_ERNSjMq4ozxDpI7aQvGCjqi6igOOVwdLPz-KZUW0PL0J70TZA6Rg2rpPvRDAvqNzMEL4kAuiaRYFGNf3b103b2cMTQaHknac_DM9iOcdv-ZjQ_g72s6zXEvqwrDGZpL04XFAhurnYfOQ9m4nd48oj7WiBqcgX-E-WEPMgBzr6Xg_mYMWWbgYMm1Z24fkTyaMUGwvEVMigYyn8_dyaUw6xdSpkcBzR2D9R8JjG0Nkyx7WWpk-EFtmn3oa3kMtdDW04cxS_QgqpHk7-vkWG5nWm81yNIkYQgMKg1jYp-7nNzgGEy2oLWEVdQ8BEbEIsEpROfqomQx_lhBNGumtstuq_dlnJu6_BMrKKKWCXR9pnjeLt4r84kKMEab2YxxuhYvIGfYOZpwUASmU33he8zh0K0a3XwTIPOzdBgsCJNy679REjPC2IqyxtAL-2rB5iwQbtVG384L9moRzh3hMlFe9KQivSjCv1fP_dcM2_Jq-ZWxDTz_m8fOoVrVOISBNzjz34Stl2yL4lDwxi9_lHImcFPLbKbHveWD1Jorc7Ctb64wwS2ga,2023-02-20,3.8,3.5,3.6,3.7,3.4,"Palermo, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,1996,nan,nan
OLD WILD WEST,Operatore,Olbia,,3 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2624&ao=1110586&s=58&guid=000001866e093f7e904a3a8982bcd3d1&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_251f3e77&cb=1676883345620&jobListingId=1008476505810&cpc=7095061949A44974&jrtk=3-0-1gpn0ifstklvi801-1gpn0iftfirlr800-82a6fac70e9625ab--6NYlbfkN0C0jkC67az_l2JZOdjrYW72hY8OzNLs-wjENDeKvUUf1piesqsELzqPpEuaqx3MAOQDVvF34e7EXcvXygAn_g7uCQ2RU7JdN3FUxEOPg_ljCYrbrMS9uJseePDtJFBZ87JLd_cMocdUQpjFWWnbiihnJGRH8Y4mFNwzmvYwEERxrudEBvy6FsWWF6EgPmohmgCCABx9j9YDYLvhTYuWwIrWJy1uI82NQJ_rUhsgbIAh1zQxXYhZHoeEGZlw_Es7fTAK_7AnZG-gaBEM5dPttY-sX4Jj5LpO4p8iJocRPd8Y8LG9T4WcW4qVoxGQxnGgQoREWYzZ2p_elNu5kJR96GAsL9LDxNlsNCy4VFzQ2nBYo-FTS7JDv0-m_F5GjHqWu1dhkjPjUg1MzDcjj9tTwfbQrT0A7OdKE8FueshGk98rj9YnAWr0JG4-EM7jCSXqAq_25j8Pg0JLjVNBHpsDh5S9xSXxzZa6A70uGGbVGG9kCm_62i1yixx0-7YekGw51B389_rIeNlBWVN3U2206fFuHPvkZfn4_qFga7fpMxUCiDLJ-tzAA0tqwhZjG7bjKJa2f3yEKzuKPA%3D%3D,2023-02-20,,,,,,"Milano, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,1996,nan,nan
World Fuel Services,Assistente Amministrativo,Olbia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2625&ao=1110586&s=58&guid=000001866e093f7e904a3a8982bcd3d1&src=GD_JOB_AD&t=SR&vt=w&cs=1_008f663b&cb=1676883345620&jobListingId=1008351734603&cpc=39A4E8CE329AB187&jrtk=3-0-1gpn0ifstklvi801-1gpn0iftfirlr800-29ed4c723d95a912--6NYlbfkN0AOZNHnogxNl03Dshe_jJJ3jjrTNSE4w-bZuKZW5WBxQ8BxTnnqXLQqYYZJ-7f9MpZiuYn1dYzTPoB6kChxWEiVlfV3djHT4fZyzDW3-NKQzy-A9Gyspm9-KylpEsn8SzBC38MUST24OQkRFhOOtf7UIhC9RDFmHvP84yn4bvBads2DamxMPCn02jYLBjKw4awxaF-8K0r6jalVwPx3Qk5oJOqTcldmsDLHZjDUNjMA7U9LSpTIdIp2nQaXiDzbvJ5-UPwVMAmjAKZYsJGbM2czLtOwqwShWla2aBxzQL8Uc8vXhrmVpLrCJGnvZjdo430KfRAfjtSoO9NC_E6o_5OgOi2whHO3H4ZZQc_g2W-dTkaTtzEbbXxRC1SNjpw18bE9BoyT7sbF5N2MAVTV8w742ERFijK6VexOtv0e7ZHpURXskoacEf_ghCrsnV8qnz-kINXwa0aDVED0DLbq8gjR8vxd6rwe7qJIyX46yX80m18wtIsdEBTuGKGATPqncYBDTvzXuhP5nIGFzvLKoX6bP7GEhJCarGUzsF9Vtw7QUrPLAHaD6vrKmdoWfXshj_EKd6odSVXy0kISCaWGeye2jbAkW-EHIA2CLLyLnN8jStTi4yO44KkJfBaDO0_vNCd9RtxUqJOlsQ%3D%3D,2023-02-20,3.4,3.4,3.6,3.5,3.5,"Miami, Stati Uniti d'America",Da 1.001 a 5.000 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1984,Energia e servizi di pubblica utilità,"Energia, estrazione mineraria, servizi di pubblica utilità"
Eurospin Italia S.p.A.,Addetto Alle Vendite,Oristano,,23 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2626&ao=1110586&s=58&guid=000001866e093f7e904a3a8982bcd3d1&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c61f165a&cb=1676883345620&jobListingId=1008434047961&cpc=F41FEAB56D215062&jrtk=3-0-1gpn0ifstklvi801-1gpn0iftfirlr800-f0a22182e3944eb0--6NYlbfkN0C1abZ9zL5NYIhXV7bfxDjOB5o2U9Geipmv_mrCPZiQ0iu8Xnde5mL7-oAyK2qtyyolOiu2BLAsPQCD2r7tl2G82uHjEqIrr90CSeO92-w5VZQZ8NvtI9PI442j65UYwZj5r53r4Mr57XtnELO56xTd_S7cd-qPuKjzVlHXnA8P5FY-nT5QdBFDbQ6D_dERajTnahjfhZnczBRtVeV8Y4WfUhkUmav5_JzVo_owFNvb5KiFHcQ6VC_pml_83zvdQfnfLY2RT_mmRj5YWfs0iVDax1m0UaPOb4XYW-D6A6Ek7tARG4jTRAUXrbt6b4sXIBnZcAxc9M8VoTvrz72eeHVBptSnPqMhmjMkJGPU3tPB5SwoCnhAeSCapWo2_PbqQx8QOgbwoMmM-4yGf-GE0pB1Zz56wXnXrjG3cFBpCLR2nF4qX25_KhrvTi8I8rAoShJFUeRqO9PrnEXD9WjZuniaWq8CaYvOrq7Y_gHjYg-G5I5Cz1QD-6qeO5yD0I3i0MLtSpL_ifFwJmpBzUMHJy-2cJmq6ely5HZn59oxBCOwfEsTCJBPs_QW1J52PUtM-OsUlq5Y-n1KthhUfb_qLSF8ctU-KtG-yVIxU63xirOcFA%3D%3D,2023-02-20,2.8,2.5,3.0,2.8,2.9,"San Martino Buon Albergo, Italia",Sconosciuto,Azienda quotata in borsa,Sconosciuto/Non applicabile,1984,nan,nan
Reti Energia Servizi S.r.l.,Tecnico,Nuoro,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2627&ao=1110586&s=58&guid=000001866e093f7e904a3a8982bcd3d1&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f96f2aa4&cb=1676883345620&jobListingId=1008348719450&cpc=A8EA696C92E7776B&jrtk=3-0-1gpn0ifstklvi801-1gpn0iftfirlr800-fd7ccafaac085002--6NYlbfkN0BeY8FWAFCssxzRanfiDyY-U5OxVNGKRmYgLXNTOIj-yplFZvdWU05PRWw9thsn9CjmTEoRJfy3ErAuWKCKF95tHPeDpoTqEn1ezB9za_rlC8D-38Up6AWo74xKVvYpiGw470GWQ8z1Jb4Ht-BkEn3c7yrzUwAav214mWx16_iEWAs48dmMDhmBuICuLmnqCPsA-Bm0T8IxZMzQbOeNzDLSiDK4LhCq49OTv5sgMbd5cwUf452PQMYWV90T3UheGbKwfbnN7xFGT_42xNsAR4z_S9TfS2U_-VEk20c0xaKVh07p6STY51evFSFnWcvoelPdjSxmnAtQ90oR85LekNdxHTmxg_EOs3gr4Z_VoOJ1o-IUJNzAgGwCK0LL1yZj-vIhZkYZCyVm1_0D5XMa1HABLqFm642pu5LYCke1i0yTsW_1YnFMHa8dObkqT_Wp_ILXavJlcv_zGVCS2ZraPuospwMWfGF5NSsA2n-m1464AnrD7wsIsfTQHKyKCTHKn93nIYUPHGxvQf9Ma1Du7nogtJxvKJ3UZld18kwo1UZEarKkFqB_E9dmG4BGXPDIF4UwswHKmEEWwg%3D%3D,2023-02-20,,,,,,nan,nan,nan,nan,1984,nan,nan
JD,Personale di Supporto Alle Vendite,Sassari,,4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2628&ao=1136043&s=58&guid=000001866e093f7e904a3a8982bcd3d1&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f36ce9a4&cb=1676883345620&jobListingId=1008473716421&jrtk=3-0-1gpn0ifstklvi801-1gpn0iftfirlr800-dbc373a7e100eb4c-,2023-02-20,2.9,2.5,2.8,2.6,2.6,"Bury, Regno Unito",Oltre 10.000 dipendenti,Azienda quotata in borsa,$ 1 - $ 5 miliardi (USD),1981,Negozi di articoli sportivi,Vendita al dettaglio e all''ingrosso
Oliver James,nan,Cagliari,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2629&ao=1110586&s=58&guid=000001866e093f7e904a3a8982bcd3d1&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d853db05&cb=1676883345620&jobListingId=1008375394867&cpc=C63BD00756FD6F58&jrtk=3-0-1gpn0ifstklvi801-1gpn0iftfirlr800-37f4ee8746a0e50f--6NYlbfkN0Ck0AVEASNN5Uu0zdRw5JP47K6jX-BTE9cCBDik-EFS8FnoKMxAOeK0OJieKOsBgfeEyciEz9ZAoP28R4klPtJH_LwJCirYgGGUcPKsiB3cjWwOD2d9endbi1EkbuRZah4XJSC3fCQf7GXlQIw-1jG8XE3CDuafRjaKBW3T5n6YGZtftCyyAW1IVcAbXId8zieNVj8WH8odvH8jGJuyUhiyGBYpodn1h6VVBlFpFvsR_mQc6MzrwdmpHwYGfzl4gJXtZsz59mczkAquuSPA36fjTXg8oRsfG76rEd9BKt8BfzYIOtM4_xf4KMuGmbeFAD36AE3poyluFglqupOCtFOPseCIDzDeDeu-2YNW8S5QNJqA-v4P_sVfBr247OmX8-dIMoi2Zow9m1LnH6nwYunLFW8y0FVOphvr80raG5Z_9kD3R4ojtxtopIeLhSer0zg9X4Snybn3Fz7LEx7xaOAyxQLb4V4ufOHcDb8o2mizqyiMV3ACTa1SsZ0mAXPbx9LCr_f2-BE9jQH0XF430zuiI0QlriHwFFt4QZai34-yu1zO1joKcmTM5IynebOuiZIutGDMlU3wSZzjOFEosjUvbOAG1Xc_EW8%3D,2023-02-20,4.5,4.2,4.3,4.3,3.9,"Manchester, Regno Unito",Da 501 a 1.000 dipendenti,Azienda - Settore privato,$ 100 - $ 500 milioni (USD),2002,Consulenza HR,Risorse umane e selezione del personale
Doppio Malto,Restaurant Manager,Villasimìus,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2630&ao=1110586&s=58&guid=000001866e093f7e904a3a8982bcd3d1&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_99dd8b26&cb=1676883345620&jobListingId=1008411726996&cpc=9C938E8DE9AD6C02&jrtk=3-0-1gpn0ifstklvi801-1gpn0iftfirlr800-25f0b18842154ed5--6NYlbfkN0C0jkC67az_l2JZOdjrYW72hY8OzNLs-wjENDeKvUUf1piesqsELzqPpEuaqx3MAOT8XxSrNo8KMiWEmCwE64iqXZER_DUaiyz6vr7gKoiWxio48tEKulg1RxKgzLQ0m06tGIo75Mo2IICs8gRTmG5ZVRyW73tAfsPXTBjYAYDtGMCeszSS95XIkMpBoUZ5uahmQg_DQnLzjiZqypW-_qtakWDqgyas4ioHeilvcPdJyZ5hit0nlaD9YecW39EGab5DrM7BMGDQj3RV6eeZ0elpJzNmbsy0zEytL0gUEzNBCJ_NryDjcZRWS29EA0e1d8c4jsTqwOLWSrW9wCZw2Aj73R4kK5L1-_iywtND06vmYDEL_KmS83f7jd9bDpVAnm2GISyFJQHh_zPUFogZOpznR3f2k_eSYzuyVl43tlaPpoHBOT9-s4pBz8u5_NuDYMEMlEref6AP9JPW9LsV5Qk-758o4ERcBagLJTH0Ij0zKKrlXfVyD9dDFuy8YLSUvWPIeBteqpnI6AI_liMZrTMaBGa3LCNCbRBZF-aU5EyR7fFP5gLL37NFoRIgVv5XslBS66QvYMTXBbDY03ZGR5IVruZQY-pODokn12QWyTpXVQ%3D%3D,2023-02-20,,,,,,"Milano, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,2002,nan,nan
Saipem Italia OFFCO,Security Officer,Italia,,4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2701&ao=1110586&s=58&guid=000001866e096b0cbfdbb1d0ca1ada8d&src=GD_JOB_AD&t=SR&vt=w&cs=1_40f9e464&cb=1676883356695&jobListingId=1008474128563&cpc=FFA730268E216A27&jrtk=3-0-1gpn0iqpfma53801-1gpn0iqq1g4e9800-f8f3465280bc418b--6NYlbfkN0CsDm3IUperF1RINdpGHLuhgFoi3Ntjo5CuBDSv6Xb6c2scNx0yUYfBgcIMqq9pQJFGLQwIdpDybKZfy4JQqahjxFN5V8nL_yfSI4QbxTWXdRfUKD3P9ZjUB8gMrDPF-MNachTuxxhv8NlhO_Q0_AE9YqHg-syf132R4qvrjoc69o3LoZJMbhyqpT_iA_k3nYPCNf8qqgnbkDYwlVcS4jrOdLrV1T4LxEXkU8kEou0b8axgwEuuK7rJuc1MP9atYKWm3eNzdwQedJkJqygZSVhwZ5z42gtT7nLOH34ss2OwPs1Iv9AYCbzAOi6xTIw0pYFGrnHwiJRfHXgn6l6WL8P79WpKiz5cZ3G6XF0BEr6Je6uOQwDfXOpCTkoMF_obZbVOqMqRLmVUN7je4AcARW4ySj2xbGucy8cQyN910BSyrNblg0R3eVosKBMbXzqsHZbfbq3hHrzcq5dt1VVVAfb6Y4rrbcP6uf0oqkNCE02nXA7SpX5GrAuw4rPnwRPFfTUB4wcqwEAcyd0cy_lvmeakGWh4OonZnsb4l9ClxrheQs12QhutmeKHRcpP5zFm-Jpa7R9JwqTw4CuV0ZGC5B04xg9hD7EdaAfI2rtnvZiRglHX_ifuohAnbYCT2YMOYhlckeHtnq_-6HjYQIKjQ_eDAeSRdnmXuFfQnfYodJvh_Bw7kZITCFdobGuZ8Ai5bGM8M1Ku6OH-W0Hl6zO859dG,2023-02-20,,,,,,nan,nan,nan,nan,2002,nan,nan
Azienda ICT,Junior Sistemista,Olbia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2702&ao=1110586&s=58&guid=000001866e096b0cbfdbb1d0ca1ada8d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_17369ecf&cb=1676883356695&jobListingId=1008417158601&cpc=3B54C55687EAAB5E&jrtk=3-0-1gpn0iqpfma53801-1gpn0iqq1g4e9800-0670c41164c8af6e--6NYlbfkN0B-DzYz0K9hhj3p5AE_L5Vh_PLfQs-nRxNPZjOOnIeZ-HGbwTh5PGRHzTSL3bzg6JSnt71vLMSVzmED-fnk5-SzqsKbwAT09SzeJs6x7tp5WRoxoHOsSOSiUswwXbVpwxzjm_jgu_b0CXGAXbcG64jqvhnenQlL0qZqt7MFG7JxDgadAiPL1YjS1cUXhcYbN2fJYwn4HRB_6YpDxN9hntUXyM2ozqf6Qr1x0fgvfJOTSRRhsUTEb13VL-p_oWEMbfxTpUPWmnzeziAIwtUZugOKFqlzQPhHeqPxI-x1pXGVG1MEk5wWfGXyzkaLQufEmUF3UJGhLsstmUg3yrB7VrGKTNzWD98pT2RQI-ksy3lQCFEkEpGG8esaf6ctplc1I9-OEHkkoeui1gEeGtISSI8KNjWM9mLEyHN2CM0-xhq1Ti1rPx1nCKKm68myBMqALHOFQy2qylswd_dXGBZPK73E0704e-HcqId2rYLRNulz3kgtGC8EHHS33catdslL2M8Ac2UEVjF0HT1kHersgtREVsjyXw9JKCr8J4YGngwunE3TQXAUb2zS5RjCNfWTWHU%3D,2023-02-20,,,,,,nan,nan,nan,nan,2002,nan,nan
Adecco,Tecnico di Assistenza,Cagliari,,20 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2703&ao=1110586&s=58&guid=000001866e096b0cbfdbb1d0ca1ada8d&src=GD_JOB_AD&t=SR&vt=w&cs=1_e355b1fb&cb=1676883356695&jobListingId=1008437879403&cpc=ABD31432EBADCA3A&jrtk=3-0-1gpn0iqpfma53801-1gpn0iqq1g4e9800-70922d06aac29a2b--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFKda-kTTl3QRmj7tRtVZSm0dJKaHQ-y48kgFVljL9XBIVHbIpwbl82A58PIu0oaAHYHOhw5L6Of98j_K7Kkcs_YSYIFvmm4BNw6Iepxd__8vs25U1hQ91O3IRmX-uYEf_WweLSg1NOpIhziEgrYgGpWbDPITmICz5mHnJ-lBeneaxuAit8r6dJNWGir5I2QboND06wiEsYVTI44H4Po-cl4A_p43gZ2mADOkuLdG8XMdULFUVE-_apVQebXcJhfYpwH2fQK-Sd_yX0AEW2AqJ9C0evgfpdlUL-AjEmo2nF_wWAGzjhZyolc8oaI5-sCblhzD7-6nqi1EbNxh-NALQlsqG8TzdoZpmC98jby1YATlW_9PNzXiGxNzkWV_dN6zKWV8t5HJ2Js3Ry2erL1dCbiQNiQN6wCRKw5vQoYvgLWQzGEUESgV0fdl0ycMIoqCrHYc0a_u-qhTTJSd-mq8VwoeFaBJVl6X8ZAC46dWu-4X1bgXRdLlDZOg%3D%3D,2023-02-20,3.5,3.3,3.6,3.3,3.5,"Zürich, Svizzera",Da 201 a 500 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1996,Selezione del personale e subappalti,Risorse umane e selezione del personale
SignorPrestito,Account Manager,Nuoro,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2704&ao=1110586&s=58&guid=000001866e096b0cbfdbb1d0ca1ada8d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_efc57d24&cb=1676883356696&jobListingId=1008416167071&cpc=BA005B1D96992017&jrtk=3-0-1gpn0iqpfma53801-1gpn0iqq1g4e9800-5288791c25fe6ebc--6NYlbfkN0D74302Cqkk_Z3RqQnMiVOiakVDPjdvlvTMJ0Zvlklid3hBA4B3DOY-8zl5eWAaRv15XeGzC-hlz-gfvfIzomaDO3zynN2VuTlnnH1iC0SKv92ub8SlaKAUgkWK2ZDsNee5RShAEn_BRoA7mrkACPdmwGOx1KlICyb8-zmXiiD49rp7mpfW5w6yyahXh4yt1WshBvYU_oMYl3NASx-Ryuovn_2M3UBYq2tLWLaPCFyEhzP-ffL5q3oSyErXlmdd8eH7usjgkeTjh7XrUnZwVfwvZrUyVfmKXuZqUZo862rmNAGbT4KNEj3obiBX55NvC8dRs2tmr-OZjt5Y3V8wWuZ1-x-0214uxZ-ITdB9EhOpIZQhOShwBSDD7yK5wI9lOtaCAYKi2dXMOPKoLsNtSDIi-GSypohisPvrjtGi6F8jOmfE4kMCBKN3H73QZ6gNcefnwKd8TA7wiF3aXwCR4g_jAPgcGeMMcHpoeKv88J0xG7qzgMBXd7rW16kCDBUHHuqyR-kUFIuEbXbdARmpIwYhFDvJSGQV8qYbB-fw-LTmBpJ0MhR9FwjFh0VfuRGmKFDcyS3tmStysQyvt91FrmmggG6t_cCtU8e8RymZjSPrAQ%3D%3D,2023-02-20,,,,,,nan,nan,nan,nan,1996,nan,nan
