company,job_title,location,company_rating,job_age,job_link,run_date,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,tipo,entrate,fondata_nel,settore,segmento
SoloAffitti,Property Manager,Italia,,16 g,https://www.glassdoor.it/partner/jobListing.htm?pos=111&ao=1110586&s=58&guid=000001868345d2308b35c6a2dbdbcce5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c7709a8d&cb=1677239636887&jobListingId=1008456809186&cpc=23F39E5DB52D8DE4&jrtk=3-0-1gq1kbkifk6f9801-1gq1kbkivgfoj800-4a58ed61cf3ed24a--6NYlbfkN0BPfluhl8Ml-GAOmTazege-pah0h_HGo9svGrzme6-xd0HcMa3ymT3pLdAMOcA2zSqqXYebDlzlvYaQ7wADwFjayfLz2qx2eghG44Bi0DEJpsfLa2jhsvJQIwYFEvmq5nWMjyZaVCT9p3zIbayonFJZugbScpraNrE7FpMPj0VibMil7PFHM1dcWQB-tbdR3xoWZS4VZwScmxIb176UweVp1cRBX2Zx9PxZkpKtZAuPiwtSEIlR3FXdtn1cZ1SaJ3Oklu6qe5dON3Kf_nPpR3XSrX4eAQz8-dIAEvNNVKvAOeMgW9Y_VH7tZLWcnZwIA72tvWD-ZnOFG9lHk1GGojMS8vlZD2RLeFKbyauPSVO5LDLeQlc2Hk4-p6y8aVhjt5AjjqMCHwn_UM1fnrGGMEWgYZ6IXudLJQmbsqp0Wm2yGkufU0F_m3P16mmjE8bBs8kHpl0KCkAlcRWqiTXmpUteRaPcmwdtvNVzHk0yp4-u5NhUfT35qygnDIqvjSfFGwS9cwq5VQ-9IPzTPDp8fwDg_6KVi4ldgrSZV1pA3o2uM6opRPaRecsOjgt4Sr7iS-0gSN7NXqsjC3tOi0CFsQ1hrnDW0bLJdkgYG4d8kwA89ba9M7pS7OUh,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
HILL - ENERGIA PER L'AMBIENTE,Rappresentante Commerciale,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=112&ao=1110586&s=58&guid=000001868345d2308b35c6a2dbdbcce5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_020dbaa2&cb=1677239636887&jobListingId=1008271023826&cpc=E9BC9687A0F03B80&jrtk=3-0-1gq1kbkifk6f9801-1gq1kbkivgfoj800-b87c25c39e17f4e2--6NYlbfkN0DB3mQYBblaU54Kn6Z8l_cgczAW2ExmgFcbUc_SKjUHJ33TVzPEGLE9swllj_pXRnSvbzqaoHMDc3pErkIgAqUxea7YFrN0uQAXR1nOQUonOE2NXmJAR5jQNf5CbqMqEKeflS6iJI236AFxBkeZK8OME1AQSt3Ib4kBQX8ijTm3XB8TS4nAsBSk7YuRtiDawb5Z9R8FckDvioth_mg3DIrPpDUc8LBYVcksmQev7N6oXJSM3_nqLGqdKVas2TzBiK50xnZ2cQ83sA9qY1FiTLrZewfBD2BO33wN7a1bA3lavPXZeT_d5FUS4IWh5w8fepQjTNIA6lKfNaKeWIfYa1oup2ne3251mOp5cym7Sr8Rr3CSvf0IUR_Eg_MhzQep2D7FGRg3lNV1ZJRIyJ8jY_rxIIlDwVZrxOfFKZvtPFM-4fCWU1P8VOfssAUB7XXKZMFdY7vZekqEIHIlmOZ3mqEBb3L42I4MxZU_zKbEscXclmgV_HWcIV79ztz4eMRrtIPw2_L1GfwWVsYVGDDJu9oKrhgZdTXB2Q9mIdBLjMPxntz9IpBB2MMvxlULpAhCyZ3lby-aSbTh3lB807_iCJWBEqpvTsQYhVU_rjfj6n11Abu6v2LdyA-J7keMNBztMhTon3WcJM3NXw%3D%3D,2023-02-24,1.0,5.0,1.0,1.0,5.0,"Martellago, Italia",Sconosciuto,Azienda quotata in borsa,Sconosciuto/Non applicabile,1988,nan,nan
Orologio Network 2.0,"Esperto di Qualità, Sicurezza E Ambiente",Italia,,3 g,https://www.glassdoor.it/partner/jobListing.htm?pos=113&ao=1110586&s=58&guid=000001868345d2308b35c6a2dbdbcce5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c7f1052a&cb=1677239636887&jobListingId=1008483054305&cpc=81AAE51C33FDE227&jrtk=3-0-1gq1kbkifk6f9801-1gq1kbkivgfoj800-ed40e6b89ecf6f63--6NYlbfkN0AqYanDtg-H7soc9-lCzmwMhQf8tA86gy1e0waecezDKj51GPRgIssiHfpwmleKcaWU5o57P8ZW9jxq9xSKzgccuh8Tb9L_Q9hh94fzUVI-XvHcsLWME1pHeX8aiJCjwhGWhmXBPgajaZKnSnVOMI5H0Kw4e3rlU6qvDWP7V7rSZa6jjqpU81c7TdGEnAPv-2l__dC8HwL87DtPLsP_CReWWumcy6E3ip7-ka6W1Ctnkx_3wQFFtie8JFrVBMHwVlMOum8S42cNH1Rpw98lekQ8ItoxFZwgCW1QICXhf8TXWfXfQpyjEV4JeSdS0RoCNf9vNAoj7mAZgIAUccNVvoGEfmX-eTrJpzaaWCP5nHKWX2s_iou1qlK0cUKMSDKdlive8-Oey1IIIo6BWD838uyOXuHUUgaQ40BC_bBrab_tbxxmMB4Z6oyLshPXW17bTW0c4n_syLibuZId9ipcA07syuFRg8MgsoBXMakMUWmY6lSJH7BkjOo87rraIzxbYrzD7Ir8ymErQbNxr7F2VA9AtgnnBf8TcWOD7rAylXv--B61tN_lADNo_U6UtKOfaueANX4WRK7_tUxiKN49HDTp0KRtGwWlIWCCHqpP5zLKVf1RiASBAce-,2023-02-24,3.3,3.0,2.9,2.9,3.2,"Treviso, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,1988,nan,nan
ISENDU SRL,Sales Development Representative (M/W/D),Italia,,9 g,https://www.glassdoor.it/partner/jobListing.htm?pos=114&ao=1110586&s=58&guid=000001868345d2308b35c6a2dbdbcce5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d50f6ad0&cb=1677239636887&jobListingId=1008471501044&cpc=D5E11A5BC695825F&jrtk=3-0-1gq1kbkifk6f9801-1gq1kbkivgfoj800-d1b28d1520027382--6NYlbfkN0DJvHM28zlJK7Vi0y6W0pBQg-YCcioyzvDO6xXOkCfUFQRSt2ii24L7jsEY1G9N2PZPCFkNmWpeLWgd0nUVVQWzd8F8lvoRZ-JG3CGP9QGRSNfjDkkBN9L9Be_2NB2Ydj-FB4YQNvykleLMaU6jVpmbGlekCsV9RsHq2k25gecMO3xeZ_NAc0fOua0vpKbgFinxQhEFK0XzcF_2vsh7wm5vmNkOLF9m6fKNDoq7kBYNYc5um-PXi-fWFi1GQVPP00io3pggQmVL6w8RrLvo-s5Xyl9FEP4_bJtDfO5uTVkfIS5gaWeDdkK2JSYCMFds6R4ofoablCkvUeokDL6DdYj4z-h8Rnp2e2iHJWLwZ4YADPGEliZexv4m3eok4yCgVzEfIh5sJ8EtsaQRk1dI91WrcMMlWA_Zq2Hky7ve7m7thz5ACNiBPyYOxRW0f8Ny1C4pGQvD70oKkHHVUQYt1uzoEoh1EzeKRbV3GrE6TmF6HxpLmk78wkzdIwFrlz01sDGceyDFN86mCgCqDxCisnDbeaMJErXoJhHNSXbh-80_5udri6fEnXrz21QTqxa0JXkpbI73KT8NF34hDJaiTEhR6cEM0NdDmkifRQOJQf2Tbg4MTMYcMBnvJEbTdSjHpog%3D,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
HILL - ENERGIA PER L'AMBIENTE,Consulente commerciale,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=115&ao=1110586&s=58&guid=000001868345d2308b35c6a2dbdbcce5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_10a62503&cb=1677239636887&jobListingId=1007876070213&cpc=BD04BF404FBE42C1&jrtk=3-0-1gq1kbkifk6f9801-1gq1kbkivgfoj800-223e6488e6356699--6NYlbfkN0DB3mQYBblaU54Kn6Z8l_cgczAW2ExmgFcbUc_SKjUHJ33TVzPEGLE9swllj_pXRnSDEafzihniVoRQ6EXXMvGAIyKVdHIyhiCMHz5fJmbn-20YKsw5P3i8ujD_aAo2FxTgFyFRpPePiQGyZJOt9rUWKp_kKi363uSRxKF2BFo63nN32S37D3oECWj8tSnrCkz9i1ttoMEvXmrbuzOS6mpWWnfdAZjPdKNUPv3wh9HVxuYERViyWR3J4pYp9csXx0AgzBk5X9YKw6Skosl7BfZxTojr0NHRo8SPn_LN7YsjgZBh0iB52_Yez1TtPdR90PQmg0U2hWaqYT40lcJoqq_o_8T2XfY2DkgLnbjKSujLmCJa7k3c4rR_TrRTvnjeivakiOyceyZPsWtZVmLRWXTmoHl1LFXvC_ANCX4YAXjDTny94m3fX2laiVMs9uxFyVd-_zQMEJyW0m69s6OBP4x1NshvSFgdj6_Nsem8_vf5NXvNCGKWVbjjDtnq5-P2f_rsumS7BDh3oPhmxPo_OJcKU4VvgP9_rixqycdLhmOP7L8SNmfHHUFkAQetltP69LWTEjfh6PYJZirJq8kaSCP3Dcq-vvEpLI8%3D,2023-02-24,1.0,5.0,1.0,1.0,5.0,"Martellago, Italia",Sconosciuto,Azienda quotata in borsa,Sconosciuto/Non applicabile,1988,nan,nan
Studio Commerciale Dott. Lorenzo Gambi,Esperto Contabile,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=116&ao=1110586&s=58&guid=000001868345d2308b35c6a2dbdbcce5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0f410e24&cb=1677239636887&jobListingId=1008301402251&cpc=B63DE67CBF13A213&jrtk=3-0-1gq1kbkifk6f9801-1gq1kbkivgfoj800-7cc4cce2bd90f67c--6NYlbfkN0A5P4cSWftA3XXKLB73C7sOxZP05xIakoEEpcsHhPf-hOV-zJt5fgSQmAJ3r38syx30J3Ta4VWLK5LTDSHnwxEWFmDA3EDwZT883Htn-SbxdXPeZjSdD-mQbh4JE6c1YVpNDJB1Ms5sQpYbJPXdQ0Iju_P2k7dh2uObu_ERobusGqvFefs9JyLgdfws2yhH3f14xV3PC3E0ctpCif_HNjsSsPCpOv0taNy9sckcVbKtXFOm6ovCUUnTyJ5jeqj2ZZ8nBI-TUIb8R3Oiec34WUhaUqWqrxlpasfsOPAAlI9ICKAK9Ma2Qf8XqhY2x6squKaF3rPrzHIvJF8hfB6HJr0sRI2smmHcw39HN9oEKCi2jss5NgaRjPLAXuIt0t5KUUc1M4JxhDU4VVZdIoEmM_vXy2iIU1ExoJaA5NjLoFrd3BFmsLma4PfHm6PLFsspWHNZjoDS8Zxafd1O2YuXncsWh76t5qD6m0cFXIfuv9_QIa3OFaIhUMwX7c20f8udfDSfpApHqjZywDdPywViCw1UEmlvskLnnh3-8EictVZCczSp7aL7fPkGAM_3pPCUgqA%3D,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
R&S formazione srl,Professore,Italia,,3 g,https://www.glassdoor.it/partner/jobListing.htm?pos=117&ao=1110586&s=58&guid=000001868345d2308b35c6a2dbdbcce5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_88182597&cb=1677239636888&jobListingId=1008484664024&cpc=FDA93C03AE7AED37&jrtk=3-0-1gq1kbkifk6f9801-1gq1kbkivgfoj800-4d39435f81f390d7--6NYlbfkN0BzyisK0oENbqEFuDLcz4K0nM5jjT0CpBl6AZFuNwb4OcdTG6jwoCL_NMn51xN5U6Y1iVMM-kEzdKjm25iGAXqdBwgQ-7HZEGh1RK_YdUeK9FZdLk54kibMFpO6reHPtscVAVk7PbAEpiUebVYGO0J-oayO6Yjhl19bb16djZoLOam8jCo0E1eDzrDwGHm4Y5Dgz_PT8tH-EU667UGkATWXu4XD1WysGEflZr_xlx7hNv84qLYDigoH7QxvJ4z7_04BjuvQldMc7PvFnAHgkBW5yZQFkWH9abCGsJeoV9dPr3d3f1W1S-6U-LOXtMSFJM_zGcxdk4C72oAjohXV_GCZsYZ4B2A_QZl2mVzlGNVF8P0jSCIpp3bAnKHqgOOT9AQWRMGCtXoDTzJNtwQyxKQsv9UW9zYqepJ7B2W4GwSZRx0iCWQwuOS0yBoYexlvOa99amtn4GzIxnXiZWgeEKD5IAahWoSQLnerg1oaIAKBDi22JD7L34jyMa4jTnht3nFyDsHNM7pKFWsYdRyHTzYEbAhXYLpCyeoBUMv0MNHlgFnOTHmgVKEMw8QkTfgbnK8jOXrPgSI9aA%3D%3D,2023-02-24,,,,,,"Milano, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,1988,nan,nan
Dentego,Odontoiatra,Italia,,7 g,https://www.glassdoor.it/partner/jobListing.htm?pos=118&ao=1110586&s=58&guid=000001868345d2308b35c6a2dbdbcce5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6ba75f23&cb=1677239636888&jobListingId=1008478069058&cpc=6FDD437F7834ACD3&jrtk=3-0-1gq1kbkifk6f9801-1gq1kbkivgfoj800-a74ffc6e5b65210a--6NYlbfkN0CTrm4o9Q9YDJAd4e6Wx7ktIWl_mhvRAUtKHsqvTVxUxsGQqx5rurymRocrkVkzkvMF82D6b4yriA5haV9mqddVXr92RqWTsKGtGggG6RC0nBr63YQdGM1Ac05wyZVc4oWtey9v06ofvYHKAhA9Ukrmjl61LV5RQx8OlNJ4-sXviMjqkdIBu7KAB1wLf-0BkepHD2d-vKEkPlRzOiNASU7m5n3grn_qBMLDuBw7P7S_2IGn4WwyL8SZUohAokyGlqGP_umpu1cJG65TTbobQkfVFa5_Q3CfvoNFUiSclHkwH8kUnVfqqnPAPzkFtX4ZTHC-LPX-yR290-BnByM3JadWto74emPAOzMrjzf-rpUSTSAdQPZLfJOORGIguDUxNgjZmdjkkOTOcWXkcD6uYKlEt30_PA20vAfGX7XO1cm8v58AUFYYG1uQKlqQmLnB2uaKkSkiTbs20FlpJzmjsrSIyn2Ls-Xyrm6hAE8grtL74B7VU1MOp9XOy_2v33VwH8wUHtI6jYkTmCH5wqPIdi3v8YETibjx87gmrJwZoEOnGhtxPjDlP9v-A6RuxWHz4oe_Ngupscl0sN_UtyEO1svnCFOvWC-Xw1OpuHR2ylG5kQcDbzY69hXnO8D9mdxiqzzSdEBw1N5dHA%3D%3D,2023-02-24,4.0,2.9,3.6,3.4,2.8,"Boulogne, Francia",Sconosciuto,Azienda quotata in borsa,Sconosciuto/Non applicabile,1988,nan,nan
The deck srl,Responsabile amministrativo,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=119&ao=1110586&s=58&guid=000001868345d2308b35c6a2dbdbcce5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a78fd623&cb=1677239636888&jobListingId=1008052206979&cpc=55FC80EBF760BBE8&jrtk=3-0-1gq1kbkifk6f9801-1gq1kbkivgfoj800-ac53809df164e68f--6NYlbfkN0D3GDzGzDYr81P0Ohd0vCUT41_xwukBTmOxH9q0E54Uv6YOQcjUm9Ko7qKk3pjbAcnv1t8cXifwG5-HQmfGDFZwGbbp5H5OFsKGZC8refCmDCi4CFNRpzsv_R8_m54-61gGwJKSvYFzDLibjcEbeCpbYciXo1FEMtD0dSG6zRpoXXYkIRLEy2mTt4smMMzGe-aniVxh6IdfcaL6j-kHy5oM2Xw13uolrz7swa7bKqDm8ll94OfOsOu9k-4lmQJf4omzMaBGTYGmQu5MWUtYyBmtoG8AUNlSLUk1AyzhORXTcG9qLSIBiFKesw5KAgEgQDs7v7Yrpw4YDPIKpCYMs1WMxDZarnj9hWa-EENbKajPjUIntUXCyvIPweumqX-20famClkF7FFD5RRZxkWk7PcC3I7lPEOd8yYxSGQ7rTQtAtmE5yN7kd2-xdwZ96wzBINU3eLY0q_FnkaY5KRKP44mFUdtK1yuTCiDXKN4lrhv1uRldzM2ChFXWnEcWNeFAOWT0tRC01lBJx-jWjeXFb3E16I5Npvgs1XDlFxmfmsLznzFI0XqXndwfiItMWFJt3Msrfd8rLDlWw%3D%3D,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
Keeper Corporations,nan,Italia,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=120&ao=1110586&s=58&guid=000001868345d2308b35c6a2dbdbcce5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c1ccca41&cb=1677239636888&jobListingId=1008489906011&cpc=4050D81B60456B41&jrtk=3-0-1gq1kbkifk6f9801-1gq1kbkivgfoj800-d57b522a679883b8--6NYlbfkN0ByCLNIyaCzBdTwPU8Ly1KUbai9YwuTB9NjiyhmqBZiK90W57AI-pRM0bUL_QPMn0JMdk5m-Qz0p37odv4VBXDJBz4AUlg_3gqxBzNX6vNHfmfAcRXPoFJpoBrmOG956rj3UkWjrkwDNunktbW015rhj9Cx4IxEhtbEX1gqm2tF4gk_WfyQCU95KO7fA02G-b7XT7Wru0sxiai1ol60uFkoc5bmHT9h5sK8SZbp8G5gGvTsxlJ25_YIar7X4m-SzUzRjjI3hJ8VyVnDwrNUoKOK9_vmj6_kRyrwwMVNPhvrbijAgqZoy_Xy1NngvAKtZAeRKpwx8sKhlNl6mALSzfOkRBs90g4snhGWWY5C8kqbzjMp-TGLYDdMv-OcxMUAZ0bfEsyLFFHWJpUqHR0dkXpFRxBpdgSlRPNlmMlo9oGf-oaQIQ6ILiHo9CLBUU4-QcLGRHLRI1HjbPvalwBxG33wu1o3gRMQsReII6E-SOUYG3EUjp1rzQgFtNh5SrhSHGsUMA83xkgSJdoOob11ct4SbI3Elq5Vdsn7tM02V-aJDMwmrdmROuFk-0yX6UCFdkahPSJAK2BuDQ%3D%3D,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
Garema srl,Responsabile Project Manager,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=121&ao=1110586&s=58&guid=000001868345d2308b35c6a2dbdbcce5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ba934c85&cb=1677239636888&jobListingId=1008414246326&cpc=2187E14FC6F1B769&jrtk=3-0-1gq1kbkifk6f9801-1gq1kbkivgfoj800-b291b9e2c2f4e947--6NYlbfkN0CxbH8fxAUbgvMdIHltA_LSNXQ6WspyWttdcVvbBgvieOo764Dxl4Zer_9q_JBFgQWvZ50wVrePRYzG3qippBN_Xun_2XnvebiBw_HXGM9bjITyKL22ahnW0UzScmhKcNJDYizUGYOhDGizHqwqRw9IVwZyYY1vjZ48sZ9XbRsAZnc7Xpd2XRaAwHdVeV00l-UGIrplpSh2c25jaKNqyZCL7NUnpjKRA_cTwKKhS3VqTkyP8metZ23Y88UKjRywQFNGfMgHbb845o0y21yE3GUH4_-ejIyE4eW34J7jzs-f5FsLZGWolC-98WEoTlVUzn7t-hHb-RJlkSWMTLFDCuxIIVtJADbh3wVRWE7yIQLIuUZu9nXRLWhU2K-Sq2kZ2IpgBwuXAG07btLI9I7uHaVK3NTzx_ub_rQqEKPIlAm7Fst_tU11uNvLlUYAYFalb3O2ut_Bob36wJ_6cgAshFVK0tMdC4rZlRRUcgRtm_hmEaCkmeO3mmg48ZRWeZs1cdCD-jCRxYwSV6qIqbsElIyvxFzvS7W1zzaXZiMqR9g7laGRFfGFPxdSUFRZtcO-uPdNeniEVm1WQkLJi815ds5pN1Gs59N1_eo%3D,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
Villa Machiavelli,Impiegato Ufficio Amministrativo,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=122&ao=1110586&s=58&guid=000001868345d2308b35c6a2dbdbcce5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_485f8798&cb=1677239636888&jobListingId=1008358621714&cpc=4050D81B60456B41&jrtk=3-0-1gq1kbkifk6f9801-1gq1kbkivgfoj800-27c917672c5700b8--6NYlbfkN0AvGpZ0Ur908W3-lbzR9zugfRYi1eUJ-UUY8ox1Md9bxQNEZA5KH9oBFfBs_GFx9l96pUUoKfeFnh9lsUoPFio0VaRtYJyUhknpYL0EFPOdt3yCaXGujB78DWP18-2YaFx44vEOSAg0THXuLQEbtRkY5PxWEuPxZWsYcDv0M1Oe5jDRU5qroN4MTki_6l8YIxXzEeCuO9MXNnA2hvWkjlPav9TRtPIhG2MbgNAle4oxefyHzFeqieVsA-BGIYrnydIJkrsbqL-rCw8EQxuZU7SiqRPDsw1rnArW8BmZTEy9VxEUaWgI0VxNU2lG5Mg0z315N8OTlLBMLgjuv8KuXbi6LHeL01j0439WGgsBN_h2_umZcK6EVUjU5XWF2yTnu1Te0CqX3gxnnI8i_krrUHzeeuhHJDCl28QxyvGTnQjrHarqTp9yYfEZDi-YzYepqCGCV485kZ2uaaNhz_cUcVnPlz1NgCQTXVCxQVPGo1DRf3JAXtlu8aJH1HgBG8ry2qC8oIboqKzCL13pj6VyxGdbJj5uryIQ7_tj7sYPKlmXITQv04_e4SwuvGqy1xk5xzHHyCJGbDfkng%3D%3D,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
GEOSYSTEMS S.R.L.,Programmatore,Italia,,23 g,https://www.glassdoor.it/partner/jobListing.htm?pos=123&ao=1110586&s=58&guid=000001868345d2308b35c6a2dbdbcce5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7ae0907d&cb=1677239636888&jobListingId=1008443190405&cpc=9C938E8DE9AD6C02&jrtk=3-0-1gq1kbkifk6f9801-1gq1kbkivgfoj800-33735c23fe0c195b--6NYlbfkN0DUu9eo9E1ZhaklJd5FfTtI0Hj_PIjJKVXmNaCSc-Vacgf5QB-SGlTXRdxy_IVq-VHQConA8_2tLsUhS5mbc_HfUdJOtoYaH-rzfv6jCoO438Q5nDjUkDQnk2SouQCE286N6jesw8EfXIVsVLgcsiDx8wFiXxGs0zlbfO3KggaKgto2cPOxjQOs19inasAa-wX4EVAmMwKN1QGaPA-gz4Gnm3ZcKutLBhuftC82cvrvcskt3HmionJJ9Mh1ESdDcYuvbqkomNra-qu5pr9BV4_gQ0f0n6VPqlZxExWKD32SuifVh7uxfkR1W4mYe2s7hqTGwl9UbrEs35hTuEqw8V48pzhkBkyLAqYwGj2EiIIEY1zz2N_RbycpadYY8y-TryZQGPc1RYYuSUtXL6uYhDajv0liCIPW1B7wfh1HuwEzIv6R112Qok-dQiowYWUnKnQDZsMzuX0R1GbcXyLpKzYKWnJVOwjdZcZQ_b-3alzjAQ0wFzNG9s51FV8gtAs2rZIRNn2KJ1z47TvrLL8op54Qg3jcRqs3I6qnBA1vBoUVaIBZDFTw4h94kJ_9wYB5Od083jjVi_-5vA%3D%3D,2023-02-24,2.0,2.0,2.0,2.0,2.0,"Firenze, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,1988,nan,nan
WORLD NET SRL,Senior Sviluppatore di Software,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=124&ao=1110586&s=58&guid=000001868345d2308b35c6a2dbdbcce5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4f8d529a&cb=1677239636888&jobListingId=1007853427642&cpc=0A88B0016E52E137&jrtk=3-0-1gq1kbkifk6f9801-1gq1kbkivgfoj800-e4836d45a8e25e7b--6NYlbfkN0BuZJP59Q-grV03yGXwbMIGhaAoT24mIxXhtGbjwzar92zR5pk38VzLv3OJn3bVD9ccrCqIGNqfhUenK_zNkL3gWBvNxCanZp3r-yRb_k2IQhuEiaDU_Tfs-Vzfn5SIOUynorjxYzlq3vAJVAMuIbRPfdWRXN-lKInFz5grVQWnQ7CZaXGuW1PxXOzrDvXwYlzDyD1-1jh2vhIyKYfzYUnzU5YI6xw5VwdztbvfMueMiU8-F49GWRmoJephi8m8fel8SIVKtSo-NaN1DS2cfUeJ8sRjaiq42mZoxiGX6CPy9heJWKn6J4mqBDl5sdAC5CwHu0dFdmo5jzOdORT-WAASBfixg5vz1Gqp6wfTQhPmY4nFlFM3LExrCfxmioYNgcnSr2KGzDW6UB9HsxgO9t_iDANHG3mQV-f0iGwLQSaoTa7rVMF8_hK1tSrq3LaGIZACxCMopUSGHDQVo-8F0kn_30O2leDPg9yULqTF_cSisIzajFZV0-OJcpvSgHjDBru-NYvJcbVfxEgbfYjQiY3x55G8eiCjssohEKkTuqkdT_uS8qfGhWLyr8u_Ob0WWVkGs41Hzm3Seb_OiJz1KkL_,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
E.S.A. engineering srl,Progettista Elettrico,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=125&ao=1110586&s=58&guid=000001868345d2308b35c6a2dbdbcce5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d2f21b1e&cb=1677239636888&jobListingId=1007869535786&cpc=BCE4811A78D39AF3&jrtk=3-0-1gq1kbkifk6f9801-1gq1kbkivgfoj800-df924db496e4f73a--6NYlbfkN0A91XHhW_l_cQZ4vWkF8az2LR3gQgrFGQuts62iTjAB4ZF_2V7_Aa34r3FZVWFAnU7bRwuYdEIXuTzmKdOKfTSl1yUYo7M2V3vbeX_0RGUSLQGB9XSrxaLTodJz6bKLA3fLkENaNMjpDqQbaziL12epxoqvUpHqwStgQRBgGx1JoB4xAErX5ZZJ8empywo3aRTZ9zBjmcTyVu09lvWIQfj5NcuCtlgZBzBQbLy-AKmlbHD7YH8CQ5WKIl2Hd6JojlFtd3YBGl9IAu0jsvWDt3TCqlLnPmZVlMhrmPjOdbqd3gD5GKLuHHDl_5-6NuaKfoZhX1uH-3JvUUlLoPbfQ68KIoG-kd6MLZRYK6jL31uh6x1SzyEV-joQusFtti57ENPZkiurHNkdibCyNZhnW9iI164WlRhChafTKTRm6iBF5CF5YQw86IYdvoWApkW-oTSsRX4tXbzeEKWGSKMb4hGTdZRF12D_ImGmZItFIvdIOzVVQGHiMVCy5KulpkD8lzGSJlwMfbBkuzJlmtU2JNe4sQop-8pWmY7Z_bzOdJCXiraRjQ-ps2tKbSt4m16_c8CeowgbSXcpQ75oATPI1OjL,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
Studio di Ingegneria Stefano Grisostomi,Ingegnere Civile,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=126&ao=1110586&s=58&guid=000001868345d2308b35c6a2dbdbcce5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_560f32ee&cb=1677239636888&jobListingId=1008303489148&cpc=BA15C3E50D27FFE8&jrtk=3-0-1gq1kbkifk6f9801-1gq1kbkivgfoj800-705eac2b6c005bef--6NYlbfkN0ACBlSNBgNu6zp74dGJkNJcx5st9ByT8ZDW99PMBda4qyu79t0PNRBqteMO5mGXRI6yOMp_jvhtL5hPuoawSMhe8W4zdC5ORIvzLLSfBAzTXcz2xhSk2wZMQNf7yl5lK4upDcStjb-iYN946Q-XyS3r67uf3TQyfwsrHuQufqNj9QIQovaApnlb-OszNQ0VIJDF-8oxwWnuIr5OXsk63uCPDRZ3oOwRcCw-mYhJP0aoP6DGPqsod03EZXlwsZTrqlBRbnqxrAbwi9vfARmFVshsaM1TFkMLHcP0hrny2-674qYHCGtrYxAK1eRo4trTXq4CGvRJ7bQz62wrRmPV7R47IlYWMMpIJxfTSJlqJqrCY1-C59G_D6w6Ecwap_Gu9Fc7GNw-uE4aao9yi8FtA6eKP3grW-pKE_MZM4_egZ4ffBxBNDQAKmTIoUWqXlvfQxqjqtSqru1OH88ffQzD7wKCDBnHnAgiAJVxxwtxG6qfmlp_V0R6veYvcfe95OIBam47xqpEuxre3via8P7oW0SBTCwf3sugaKA-mrX9Vs1uGAFaUbeDCziJQEl-Da3a3GBugaeMq7QFW1lb-4aAeunjkJW5dOaSccqlmZho0U-u6sLxbtVDwRsm,2023-02-24,,,,,,nan,nan,nan,nan,1988,nan,nan
