,Opportunità di carriera,Stipendio e benefit,Cultura e valori,Dirigenti senior,Equilibrio lavoro/vita privata,Sede centrale,Dimensioni,Fondata nel,Tipo,Settore,Segmento,Entrate,job_link
54,3.3,3.0,3.2,3.1,3.2,"Milano, Italia",Oltre 10.000 dipendenti,1955,Azienda quotata in borsa,Ristoranti e caffè,Ristoranti e servizi alimentari,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=306&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&cs=1_4be44545&cb=1675595310691&jobListingId=1008385888206&cpc=3164FDD6030E246B&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-32654512ff50db42--6NYlbfkN0DEfmD6JQM7-HYhm4jDDmBcRH1b0qR7FVEjWKgiWJa8Vkta4xcSCYyd-tWClGDXzA58xEjhxJ7rm_BPEB-wi0FbVz6OXUsgN6bitoQS78bUKtmdpVN-o-1nw9ujkEK8E73hyI5E2CytAM76hiLbz9O1wN2BMELqxPzatH7gzN3aVMCWMzqSfWovZ0K9CVl1WcHL3D2K08tDtsZyO5R0WcGAIJ20Icha8gYQPAIJzwq3la8lT4sLOmH7LFi6ZjLyXcc8XeVUpJuJeR8H6vAYb4TatsStGruuwsCQSVCMNlCWvEwIajLluzTQgVQ-eNTG09MGG84fI8Qme-hnYiVQUyY1ntNnfnSeCRK_jeqFTGkYHD-E6XmQLmeQbNh2Eiad9ybw_n2IuS70setssOVFyY346lKthyuvHRHj7dGD-lMfIa_JDf1aGgNvJPrz1Wgp36KoLN_9vQTlc_stW64ySKvGPuts7veXaeCC_qczTvi-qRhZWgK38qma4NHXgMreI4RZ8_-gDRnQbAQm6fV6b1Kzoa1i53b57hHxjAjB4El3f8L1yUVyY9zLhDzUQLtvkSLJq_BIlgBYsIf9-gM0UNqEOjP-eC5GeXY%3D
55,2.2,2.7,3.0,2.4,2.3,"Alba, Italia",Da 1.001 a 5.000 dipendenti,1947,Azienda - Settore privato,"Negozi di abbigliamento, calzature e grandi magazzini",Vendita al dettaglio e all''ingrosso,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=307&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3b5b0f3b&cb=1675595310692&jobListingId=1008401566690&cpc=76BDADE3D6D9A820&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-b5049820bbeeff3f--6NYlbfkN0CW6I7Q6LUSNdJo44E6Ccs3VVDcXloOQOa0HnnGuZB_z93qI3uVW5m7Oy_xAXJS5zfqCs2tB6p4j9UCh4G9R53tnjs0MIi-zDbtQS4x8Qj04HkNs_FH8Fn0yJ46_h_LsrSh4ONiKhokLZ9SH1Zx03pUk3cZDslX4qX3EvkfjiSIfncf_wkavJ7YKnESt2rTuPFRfZNSh0G4H2rO9ATdqVBrCIMqUXyjTXjVF-V8U-eYbySYjwRXcH-HpTkPO6gfcbjHbxoWYPDPfncXVjwg4HvOFR3EKMnLICTjqOSCnkuCvBZrjtBrLx1Kx-evxMCL47ek7L13u7OB8tZKy2GeYRLBTehQ0n7U1Enifx3jdEBRN5DhUZOxgt7cN9AcmM6gBm1f5TtLN65mfC9UsrqEw14NizXrDvh7Eu35mlF1xSATXWefkMrrTA_oK4KRpXx8wXFS-dVejzFPoLMUFCvYNXhYTOf2hhDAVivvfwkFuGTejUSGXehZ3iJBTTwaCOpXNocu5uYfca1rRDk4KeFa4bzlBaqziIzKaeGHGzgRGp6GWVN9mm1X1vWz8QnNVna43bX6-7TbER5QdNUYsPSAPZkm
56,4.5,3.9,3.9,4.0,2.8,"Bresso, Italia",Da 1.001 a 5.000 dipendenti,1988,Franchising,Immobiliare,Immobiliare,$ 25 - $ 100 milioni (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=308&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_05eaaf59&cb=1675595310692&jobListingId=1008414493848&cpc=92BEE8AC7E71C1CB&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-db630f86a32254b3--6NYlbfkN0BqFYcnGQtlgZUyEPNOpiDdgWIzo4J8ITPECTVQq8Qp8Zzu6pDVR3ibw9acmo2XTcbKmvSgKYhfI76ayrGW7EunMg9svvi1I7vNEY57BTQ3IZjHa6egZAgkj6aJej3VQV94U6pBUJVkUq_3K_aiEJGLo4GHqKj_UGByTMGbKSp6IuhmTwdvGotGxRyNobEXT3K76lPR5kX-1zZHBthGqLDwxt3EZttusd01rmgPw7snYvmqa_XlFGjsUP291vFmOgvRSdwYUIHJg6fimZilnsrxHnt11dOaflZ19qYxb-QvV0VEDNrPtHW341wta0gzLQnzuPkYJOGjg_O1nXsoFGa10EZioo6av_Y3T3TSP5_zFwb4UQHhtHl3-w_ST-PT9nJ9ludsUKU-0eBf3mpSZZr-iCqYjH6gF-iwyvfGEz_afWKr_H4oBR0mKrvy40E1PT5MCtJZlbF_eqXX5dUnb4f5Z9fJ2-PM4p_qRRZZwiWhGfLq4j3fBn80aOEggkhNE2cVm0gks18OLD5j8J9B8YQngDlkffxmgGE4BJpaF7FTYwd3Q8WtwN0FQjHEL-6sRVu_QZSoDaPsoFqfcEEFUdtBEtxVKzZqbHzTSgE6jhmUZcIT6YTjn6lJqa4Nr_KeFrVxJ23x4qvZX-LmfPxYrXVX
57,3.5,3.7,3.8,3.4,3.6,"Roma, Italia",Oltre 10.000 dipendenti,1963,Azienda - Settore privato,Energia e servizi di pubblica utilità,"Energia, estrazione mineraria, servizi di pubblica utilità",Più di $ 10 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=310&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&cs=1_5a9defc0&cb=1675595310692&jobListingId=1008397670761&cpc=C891152315FA1AD8&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-e5a35ee23cf6a6bb--6NYlbfkN0CBHaPzwePtESWOPLxr8GjpAQB3H77KdSh4iennyXqtorRVeqfWE5SCBUPxXhGmICkD2GSDTMyPcgZRZ8awxo23kZfW8OYbAbaGnR2irZXpfXQAqSVnOHES89ZQ1czA2HFO7xvgVH1d1G7CKh7KOGbqF0ZFaSThD_1CGROMc6mec6So6y64MLSG9yOZRRy8-YFPsfLER0bPo8Jlg2IeL0pSBgdZk8ggezUjXj_I7yMbLvd6LVyUqsqaFSxKQyFNj--0kaL9eh2GmtF3wL4sIubEurkJIJSRd12vQEou35THxfYpCZ5dM83Zm_j_us8HaY4dfxbGaGPkumDiXCNwWbaBVPjH4Co5r7jsjyT7uhK4nbs2NSNwXQNaAWF0NPdWHUGqJWBST08IQK2rukFL5bVtTSgovkaprEDB936WaGK40-DqPYUVf_MsopzgWtZ9HCaBrofsYQaC6UXUUbZ2DWqX9Iq348pvBAXP66VGiROfr7yoKwljqNf8iivC8J36IdIt2c2oTgGd176Y_tbHF6duvn47IiTN65GZTMzyVy2Ib3AnK8c2Io-mHDkuTlaYV7dRlqHIDqxuKu_gNCl8hcdd
58,3.3,3.0,3.2,3.1,3.2,"Milano, Italia",Oltre 10.000 dipendenti,1955,Azienda quotata in borsa,Ristoranti e caffè,Ristoranti e servizi alimentari,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=311&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&cs=1_22c83d06&cb=1675595310692&jobListingId=1008395681506&cpc=21001CD36CB5FE0E&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-6de7a63f9d9a1fd0--6NYlbfkN0DEfmD6JQM7-HYhm4jDDmBcRH1b0qR7FVEjWKgiWJa8Vkta4xcSCYyd-tWClGDXzA43y0iEAqwBTRMo7VTNZR2K2KGAJAs9PcJGNEVGWO_0jhggaZB-rZoO1CPCTy4Nz9hiXG-2R-mbXIUUSJjI2RG9vIwpOCgpGgiS2gUhucjuZL4SN9dj0bgWmmZm8pBTndxBW9oV3mYwEUWD5orqA1cn31RivV0re9WVdqh_5OIyDJaYew83928jQeDJLbZI8wiUBvC0sxub0gb5kOQq1gOgxKqw9xopuD3I4pq6ay-SyBr9_RLoogowLmjp4orc1NxH7KzvI-n6P0_aDM3hK4MOBGDs30oder9koOJjYAmd7X2CW7suiJVax_QPLfQBNPc80bqvo3ti3QzawLY501nd0yWlbje7p4OAUfDZWyhGrbT_JbAncUYaLP0xKPtwzFTIFFOKkr1mlVLZ3pTvu6XMgjUGnZ-KQYM_0Wo31oYTLNcYPbZvGxnfIzdWz5GWiom0pC6Tzy2_-_WSg2X_Yb2B4cccnmLemzdn8gmw4suGn2vfPB-T0-087LSQm-cVayUV7sXcasNbU_XtiGVL6BV3IL_QXU5gycg%3D
59,3.0,3.0,2.0,3.0,5.0,"Milano, Italia",Sconosciuto,,Azienda - Settore privato,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=312&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_44ec8615&cb=1675595310692&jobListingId=1008395679697&cpc=AF02A54CD0F60729&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-91275b104cd1f6d2--6NYlbfkN0BWTxZgiJYsXCLP7sXAOP-M_7fQoObn3-s-GPQ6D4HO6Jmi21PyfWS3-Yl1aT8pnfu8IJVThTrEfC9bn8fgbT_YaK0_TobKRFizwr4tGrQnvsXY_pyVblufGdeoxsQ3vG8dfKdt7ZaOr37m_KSmTi1-hfUpR12k4LU4NsW_Jj13LKUn8CrBCLJ6FscNegvFSCMSNMiR0VJ-YUqg2wFEmyhXfbZIQ-bdBosPVwXUML2WS3Kvh-2j-LXg7fug5qTJPQ1LW8tESiGzceWg877SNnMfhCyQC_S0Bc2Zf2mpHNEIRWt7ozCcMnqisIxz9B-0trz8qZPA_-S_zvY7vkOA1YO9xgedVIdGIo1Vt6nDNBTFxdj4IDDBj9w9al0zSN00RGhNFLi-8K-Yfs-hShVq9jUyR6exZUVehQbUEglixqSZyo1qQ5zeV1CK-FhzqbN0Smvd4ieNQw2Y7JEFq526FdVkv5mv4ruRcg1arFwIDRFNSTrqo-et94H_5CP89gQzczwM7TnYWiPMf74LltEreGjmWTL9SOix0t1x8IvfSR-12GuyKUg4Tczqmf0fjfS00BYNxpB_ORp99RvbTLH2MBiocXonPYynDocAFQBtJFjfjL1VyMgJE9LJaC08bLa5rKw22oNnGheDWMrL6EtDB_2GfFN8iD_o4fI%3D
60,3.3,2.7,3.2,2.9,3.3,"Milano, Italia",Da 1.001 a 5.000 dipendenti,,Azienda - Settore privato,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=313&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d35b59f5&cb=1675595310693&jobListingId=1008331343146&cpc=9952A63AB06E78AD&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-bc5fdd645c30d5a5--6NYlbfkN0Drtkb5wxXwLpTXrFSgyWS5s8RiJ8JotFRCdkPO5REqvUeJDNmF4woVMnrfPlCh2nykeXuXAl9rx1lfFxK7IOUlOW3guhTjeztDZIfBmqIfXdDRDbbQ6qbAyBr5chi899GBeaIdTJJXGvg6AV_Gzwx_s1I4HYgaSm5Ba2KXjW0RuC_YqQY831P1LIBO4K-Uy3rpEkhkQJxCo2eyBllXLaKiU7htPLd7EEyNieb3ubLu-dnHjDWy4ABlpCGwOv5ARuT0rN7o6RoLC4ZwvK2w7x-yF7Pdmd7_mCY51-YiyQeLhp-cTv_5OJ5qDkKly3NHFd7OGSZuTyYDSvF7oOYj4FVJyEUCNBFkjM9Nq7eNnj50XkMXyfjlV_Xlpgjr91B0dZ_uxiD389H-cspc5EY36Rnb9JEa2sFoMWf5GyV60ezpjoTkQYZwy0iwf8nCYhdtwfpm4DqOfSXhJJ_fbeGN8ePZEA1CrnW4xmgpkMBa36tLlIJOvK2IdtHTSweq-wpG7Rvk-zVDv9O385qcTwph93gzp0J7MFSGzrIv7f-KENaDtVCaJM80r6cxtc-R6dqYVsibsMlO03pcE1YNPR7lx93e4m4N_LDJ6dj_Kb-_r2uatw3do_MBz1hX9URArKxiuFm6OGhfWDDKDA%3D%3D
61,3.6,3.2,3.6,3.3,3.2,"Palma di Maiorca, Spagna",Oltre 10.000 dipendenti,1956,Azienda - Settore privato,Hotel e resort,Hotel e ospitalità,$ 1 - $ 5 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=314&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&cs=1_aa6db886&cb=1675595310692&jobListingId=1008344081060&cpc=214153447B1391FC&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-2cdab4f2a9ef09b9--6NYlbfkN0AYh1hWWeNHDA9ieejzKlANd9LP2chDJVrvhqP-zKsUohD6xqb0iLlScxK4YQRo5UTlVUSfUCnUwEqfpM17kfa98d-5UJUH6I7v_6QGXs2QNTk5tzjG0xshX3NMkd2mZ-3qKXiEOLHizEPSb_rKZmKSg8UH9P6DFl24RMr2aIMgWXcvb9zpgA7p6ADWxxEIuhMaVIjcTCIHkMJsLd0aoem4lCwVSuruH-Akj3whuQ6oOreKTwuIrioInlXQukwzbNhcE5ksWBNJMc-hx_35JBFQAkLjq4ME2vXRgsps0YRzCWyiuE1aqOI0pV7QBk0t2WdBYNLTHncyX2qQQVJbjXniAvGJE8aMu9IJdabQ1eCVXZgpg-aw4jqRVuFUTlCStwx8K-N-uQASRxEjeZMWGUhk1q-Z3Exwq8pRM5bKuKLm4RotFLV1m8Qzsa6EY6iLgztLGNfN5yMBxqvJdhMuXTpmLT51ZQ_ogbQ1uR7KMG8V-VpS7ceks1NwzrDlWupov2horb9rAC-nPS-ucCMoNlwWphMKfMKfVW_wNEx6iXkRIvfe7FFy_YurZ4736Pe6Zvo8UdAbgiPVgYfG-aNXmJxFZgFoTH48cRXgPqn9pYHOYRZhUCIlIMyt
62,4.0,3.0,4.0,3.0,3.0,"Missaglia, Italia",Sconosciuto,,Azienda - Settore privato,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=315&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ff871751&cb=1675595310693&jobListingId=1008428698386&cpc=6193B0C32834B022&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-b51518d064012580--6NYlbfkN0DWVls5pLLGCJy9pfEbjYja7wLziwqaO8jcbrTrkIjASRFe4r3_lkXW5kj1effiDYq4RUeF244SUdCPa_fuzHNNE1_a7diVTfLFiPzCfYmlFR-RDrdWiYiKxvmuaZUL9eKZreZlTLM8_p_FhpGYeHdVNSM1cEpjyWlKGat-qSVGprAwNYSx5KoQZ_ItP5BsdVNbZ1BO941aSsP2xhS_8X7uw2_nvs-ozTJg6ZBuGKy1f0k557vLNzG-PIsXa-05ITB8SpcFaWbdQag2umYVMiV78JOk87hiY0_gkFJ7VS4rfIzgUvOnJSmSTC2W5Ibd3xytMWCp2Zei5Z6tUz_LQbJA2u8p5BA8mY18DWsS-nz55eNvRrSIr5tOXBHVpf3FKpA35LcBcDYNhn9Z5wfWJJLtH2UYYFvExIPaKjJsBOec8_htqsCnKBah5PZmqJZaPyQB_Svo21v2u9jrDmWpqVfkJbW58LlkVAaFor4LAvWudXmdAYffH-gBwNvA1YSFyI8FYnhR68WV8ZfmPR8kmVpdh7Oyjc7fGjinpgnK_c1551hJ_wFuMt37rhlXfZ2BdybFIKEirQoLoJmKMqNzrpp81U3d9oaT5_fXAY3yA35iqTy_ivlwHGS3vIcRyliHPsIr3fd_i-H-Z_HwfclpEg5nn526OXXg1t69VLXAuDBY8KwTtrZ1aVcORzpaCxweThJl1qbJgbsZ4kqbDRsStDoDELd37GDQR3_jfRWEvB25sd6y7X53DlsaLBPoUvr3LO5INsrUjIbnfZKEKeDyrV4FoR5Pmm0Eapm4XFsdxrhsiuVxIJbHA7cDBn-zlwHuRIc%3D
63,3.3,3.0,3.2,3.1,3.2,"Milano, Italia",Oltre 10.000 dipendenti,1955,Azienda quotata in borsa,Ristoranti e caffè,Ristoranti e servizi alimentari,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=316&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&cs=1_c6058f91&cb=1675595310692&jobListingId=1008395681508&cpc=7E69D0A57279CD4B&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-9ba648d8ad87e36f--6NYlbfkN0DEfmD6JQM7-HYhm4jDDmBcRH1b0qR7FVEjWKgiWJa8Vkta4xcSCYyd-tWClGDXzA43y0iEAqwBTZ3ESa3txWKHB-EyWSDTKS_xeR7jkDsLeZ3XSrWTYKAQMK4rjWJwRaZD0hGvnRu9DrY_0gdUVek-s3r5CtGCKxN_xICOH0bvXvkq4WqadUprPVFMPHRHOSvwKa26MPnOpKYFFcU1_NuO4puLF-nkibSwXgF_xXW2ZQal5WpNlRUN-JCru0q8-n5Ro1vhx3iZ3RRuxTu2_tuapW7m9c81jj45V5Pxb42NOXtqfVSSC5E4DbfKfJ7jR6PU3zoL2wygSq0aBP8ZZw1Jy9a-mEU-8IZjEXDl0PWLDwZ3cN-D8qKRcCVUmsgFQV8hs_eVVGu5BhJcFQkrv35rCsjBTM7en_P_DiMaeszqJDC_jeHn-lBd4ppEeWatoEbPXQMMxaHtR2GitxQwnZTIkrJdTDYOI1WzPVkUZrVDFWIoOEQw1kZWthAfn-RRTqVE8XvqTVMF9RPSByVvVdGnKYTF3b9QZYrbL-B9TI0lwhPS36PfHkHvmdTNmol0QyEg420STolvbBYM0l0QQrGHuOS4ZuYrWbg%3D
64,4.5,3.9,3.9,4.0,2.8,"Bresso, Italia",Da 1.001 a 5.000 dipendenti,1988,Franchising,Immobiliare,Immobiliare,$ 25 - $ 100 milioni (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=317&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b5d2e588&cb=1675595310693&jobListingId=1008414493852&cpc=5C70DC7FEE0D01B1&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-e2d252abd78bc2f7--6NYlbfkN0BqFYcnGQtlgZUyEPNOpiDdgWIzo4J8ITPECTVQq8Qp8Zzu6pDVR3ibqLbsE7SlS3ZHveCP8eBL12Mzye3GhdhFMaMcywzv3eFnRdRRbMOeROtL-9xwTpshXKwZOXO8A1yH_zyDp6C1tghqN2GCrJtRa0i4N30kcFjuARroYZGNNEaT2RfW2HT_2PSHbParsU4bAjOcHODSDjpHeMy_AQAPKEEHEYE0LlAciT0ucUVjuinz2Yrhvei8zh8tFmq4WKb9qVUIAfErmi58ouZmITkAyw0xVfzEuRFZneIays3mY6D3rXYGtWfXkoFms1y01lPTI-4JHQCLZtvLmqYIGyS3GxEO6KmBDmogS1LKQqf2JKnEKUoTM8mD-6-rqz_JNr-_e3onREJ0tFdOUiVHL22ViLC2kvc5Qmz3D7kuNPBzXs4nSsA9CoKN01qSWCQ8tZL2gkKpTRRxJ_PLr1DyooT1HiReaWz0doHVj17mtKjxEcnpCT0q0sByUUm9YPtZoDLY7Ms2sZMJZ4mPEbGBhOksoakxCCT8L2ADeYaJTFR20ilfOyck1VboZ2KKC8Y2xWI2-smsu-z8PMt3gK1u2iihx0oOAlwvVGXkR08q5yi4DHkfT77miAjy2b_J1wlwnGonObh32ZGxJ5KevWk8hm5K
65,3.3,2.7,3.2,2.9,3.3,"Milano, Italia",Da 1.001 a 5.000 dipendenti,,Azienda - Settore privato,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=319&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_01e1320f&cb=1675595310693&jobListingId=1008409986007&cpc=BAB9AA3F436D8911&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-c00796f36de24bc6--6NYlbfkN0Drtkb5wxXwLpTXrFSgyWS5s8RiJ8JotFRCdkPO5REqvUeJDNmF4woVMnrfPlCh2nyQq_35Bpd3gE34rgAjHh57ik2LAlprRWBFHTA6ieAnjxk-ajhPP5-4_eDuqlC4aQTZQU181wBj5Tx2CTm_2Eji4ptiKRu9WWUCkpXAVQJi4zfVB11l0_puxE5_VD0dqpBTsQSn_rRMBo6IEWPqpx5FSQ2DWJKVmFfkDeOiMXi8O3UT5w1Deo2t1ehjD_Q8blJUT0bSae-23oMAcrCML8z39U-CuA5rBUQXH5JvhXtfkZCwgl6HIS1AM8-tB4vLIoNsUpR8cid0Z8Z7H1Ht2QSn-r6xVagil19l5tPDlNiQ4biOKEmVEgdkPhXV60xzkoZ78UiLA7sRbjm79xonx5rP63cICoKYUrQ5EaHupP5VSuNFQ-1wm1ldoo02Qcf3nbYlO31w5cZBMq724p-n6m_dNtzLqSntF4nX5PzIJt4ZjWRQjmZyQDOANFLBHnhM_r8Pmgw-cgOVpS3UptvreqsCflnjuflLahSsTqlG-cH7jmN5B_oNf4HHCCbcExJS95rrSaK7O6_ACiSU8NgpNTfCbjiYXESaX9w%3D
66,,,,,,"Wettingen, Svizzera",Sconosciuto,,Azienda - Settore privato,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=320&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3bb04e1c&cb=1675595310693&jobListingId=1008367962852&cpc=BAEB662971763A76&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-abab1d4dceea7dce--6NYlbfkN0AymWGXVTDFV3naTUnajADLzwwCsSh0T-ssphZpHJREUR995gXzDy7YV-UHv8gh4InjThQ4sCDfK0U-pb74Lf3gUuJrRAgJV0R4AczMgC8Y7Qd1Iv2cu6HkNHtCL3Rya0PiVU7bx7Z7ey4IneMOMRoZil0zySCDoPudfHrdoCcZFb4tBD6mplZj2iJXSshUMj7dkXctEegM6FwjzGvBMEGD-y_gSiTSZygFIcozxo3xizhMNhcYvJQtLG1NY-3zBJhHvl-queCds5yndPnaIVCg8DZB3FBw8E7PhRmbDgxgmfg1jJ_BUmxdejYP8zC7wIycW3OTuXvyGo1lcEgRpn2m_McQhsEOTD2ysWPTEgBzUVnQMYDnrZxYa5ZVuALf9SJ8r6YalppwL8ZRof1OgEX5Pisi0O2CRfHCoSktw152nas051incdwsZNIJDEwXJX3DM58lCRFQSgOKYCNLz5o3BUF7sJriXCfwlWOiTOQrKGKOapTPCgrM2EZ0NZPJyQYRhj5wjj0UvP6jGr4nuCWsRvoduT5RtRm7WnO-ZQTWph6dcGZoVb8H6BDNqJxwi1Tc_0eaSCzqHA%3D%3D
67,3.3,2.4,2.8,3.4,2.8,"Roma, Italia",Da 51 a 200 dipendenti,,Azienda - Settore privato,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=321&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_affdf669&cb=1675595310693&jobListingId=1008388739523&cpc=6945AE2F4B03E059&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-cc320a12d0c83010--6NYlbfkN0B8GI4iE8l613E8BDLqmxXt121yJnkdziygoRlFR7SR9-5FEMiVp-lC4R4HOoEFx-pAz3O1q0zHdRMHqK7OBZkYZm5ptXkdT3rSwPSkPiNSi9pg0zRxI_AorKCbYDnBW3y9CmwAmnr971LkulwdDfx-F3_GslMrQSR0qpw15QLZJFtI_vvfPpzIIsPruCdiHEKVkU4eXPBJAh6lV2iBLeRW5Heha4GeP0bgcBPLAkuoFatzlXdRFiuJNfaqKofuZYuajYUVgIzGYSv30ZPesdfoH-0GmzI-3Yv0iZSRQVIhzNRWIf6AlAtHqMt2tzV7vP5HwccFP9JwH8Pw5VPSN1jtRLf2d_oBqDpl3F3qPZopx81EHz5JjAQbMU2Hu5Ys6d2qdyRBL8uSG2vw1LHBxt95hobdymmelPpy3t30nJWVV8MXiPmFIs6_mIHxHNe7UkcJiExAi3WKetUHKBVWXiZQNB4C7l2ByvjzHBz8LNtacmghg6Hd0IT4OaePE_yXe5_Ba-MHvAOzbiZC-LVzDXa7uTv0yw8Csdyb85V2lxa3b_EcBAvkCJEMBWVUazN8xQwe9wTsxoL98ORL96VTddJ_mgtEs1fsGKI%3D
